TIME_STEP,AGE_GROUP,SEX,NET_IMMIGRATION
2075-2079,25-29,MALE,26857
2060-2064,20-24,MALE,17734
,85+,FEMALE,196
2090-2094,40-44,FEMALE,11468
2025-2029,85+,MALE,137
2070-2074,80-84,MALE,-3488
2060-2064,10-14,FEMALE,6195
2055-2059,85+,MALE,362
2065-2069,80-84,FEMALE,-1661
2090-2094,30-34,FEMALE,18890
2055-2059,75-79,FEMALE,-2147
2080-2084,25-29,MALE,26901
2030-2034,65-69,FEMALE,-659
2022-2024,70-74,FEMALE,3015
2075-2079,80-84,FEMALE,-2666
2055-2059,0-4,MALE,4841
2095-2099,65-69,FEMALE,-4524
2035-2039,85+,MALE,442
2050-2054,70-74,MALE,-2301
2055-2059,85+,FEMALE,197
2065-2069,85+,FEMALE,300
2085-2089,70-74,MALE,-3784
2040-2044,85+,FEMALE,353
2085-2089,80-84,FEMALE,-2337
2050-2054,20-24,FEMALE,12214
2090-2094,40-44,MALE,18144
2070-2074,85+,MALE,249
2060-2064,85+,MALE,283
2085-2089,50-54,FEMALE,-3806
2045-2049,35-39,FEMALE,15743
2022-2024,80-84,FEMALE,1273
2050-2054,60-64,MALE,874
2060-2064,0-4,FEMALE,4461
2045-2049,60-64,FEMALE,-2378
2025-2029,85+,FEMALE,296
2050-2054,10-14,FEMALE,6034
2085-2089,70-74,MALE,-4538
2040-2044,55-59,MALE,2732
2030-2034,55-59,FEMALE,-2400
2085-2089,75-79,MALE,-4810
2070-2074,0-4,FEMALE,4648
2080-2084,60-64,MALE,-442
2070-2074,10-14,MALE,7812
2075-2079,5-9,MALE,7321
2090-2094,15-19,FEMALE,9255
2025-2029,80-84,MALE,-146
2035-2039,55-59,FEMALE,-2344
2055-2059,30-34,FEMALE,18508
2050-2054,75-79,MALE,-1904
2060-2064,35-39,MALE,26062
2070-2074,40-44,MALE,23980
2035-2039,5-9,FEMALE,5185
2060-2064,35-39,FEMALE,15195
2075-2079,50-54,MALE,2372
2085-2089,85+,MALE,57
2045-2049,20-24,MALE,15702
2030-2034,75-79,MALE,-60
2040-2044,55-59,FEMALE,-3553
2080-2084,60-64,MALE,230
2065-2069,65-69,FEMALE,-3428
2040-2044,20-24,MALE,15198
2080-2084,80-84,FEMALE,-3025
2090-2094,40-44,MALE,15389
2030-2034,50-54,MALE,5766
2022-2024,35-39,MALE,37300
2055-2059,25-29,MALE,23859
2035-2039,85+,FEMALE,235
2045-2049,10-14,MALE,8380
2070-2074,0-4,FEMALE,7600
2050-2054,45-49,FEMALE,-3492
2070-2074,35-39,FEMALE,16602
2070-2074,55-59,MALE,1991
2085-2089,0-4,MALE,4776
2075-2079,70-74,MALE,-3259
2060-2064,50-54,FEMALE,-4524
2095-2099,15-19,FEMALE,7561
2070-2074,35-39,MALE,28864
2022-2024,75-79,MALE,1916
2090-2094,35-39,MALE,27073
2022-2024,55-59,FEMALE,4958
2095-2099,40-44,FEMALE,13479
2075-2079,85+,FEMALE,434
2030-2034,25-29,FEMALE,12607
2070-2074,85+,MALE,58
2075-2079,75-79,MALE,-4800
2080-2084,25-29,MALE,24434
2080-2084,70-74,FEMALE,-3736
2065-2069,35-39,MALE,27335
2075-2079,55-59,MALE,2183
2050-2054,15-19,FEMALE,6701
2025-2029,55-59,FEMALE,-1574
2095-2099,85+,MALE,277
2065-2069,40-44,FEMALE,12989
2030-2034,10-14,FEMALE,3592
2055-2059,70-74,FEMALE,-2864
2070-2074,30-34,FEMALE,19210
2055-2059,30-34,MALE,28315
2040-2044,85+,MALE,20
2030-2034,45-49,MALE,8298
2080-2084,80-84,MALE,-3456
2022-2024,75-79,MALE,1313
2055-2059,60-64,FEMALE,-3622
2060-2064,45-49,MALE,4445
2022-2024,85+,MALE,770
2085-2089,15-19,MALE,9558
2080-2084,10-14,FEMALE,5861
2040-2044,25-29,MALE,21809
2075-2079,45-49,FEMALE,3713
2090-2094,20-24,MALE,17875
2045-2049,85+,FEMALE,333
2060-2064,10-14,FEMALE,5798
2050-2054,70-74,MALE,-1639
2055-2059,20-24,FEMALE,14531
2095-2099,70-74,MALE,-3594
2090-2094,35-39,FEMALE,16110
2050-2054,85+,MALE,219
2035-2039,80-84,FEMALE,-81
2055-2059,20-24,MALE,20836
2025-2029,0-4,FEMALE,1415
2095-2099,85+,FEMALE,334
2060-2064,80-84,MALE,-2411
2025-2029,55-59,FEMALE,-940
2075-2079,85+,MALE,18
2045-2049,20-24,MALE,18722
2035-2039,50-54,MALE,4442
2040-2044,5-9,FEMALE,5255
2065-2069,35-39,FEMALE,17753
2045-2049,0-4,MALE,5525
2025-2029,0-4,MALE,2840
2055-2059,5-9,MALE,7369
2030-2034,80-84,FEMALE,-14
2045-2049,80-84,FEMALE,-624
2080-2084,55-59,MALE,2537
2085-2089,0-4,MALE,5942
2065-2069,70-74,MALE,-2623
2050-2054,65-69,MALE,-898
2055-2059,15-19,FEMALE,9146
2035-2039,60-64,FEMALE,-1404
2090-2094,25-29,FEMALE,16785
2070-2074,10-14,MALE,7809
2085-2089,85+,MALE,29
2030-2034,55-59,FEMALE,-1196
2085-2089,60-64,FEMALE,-4432
2040-2044,75-79,MALE,-705
2095-2099,50-54,FEMALE,-4126
2070-2074,75-79,FEMALE,-3189
2090-2094,45-49,MALE,9904
2065-2069,0-4,MALE,4842
2060-2064,50-54,MALE,2148
2090-2094,75-79,MALE,-5329
2040-2044,75-79,FEMALE,-691
2080-2084,50-54,FEMALE,-3847
2030-2034,35-39,FEMALE,12884
2045-2049,65-69,MALE,118
2030-2034,35-39,MALE,21309
2075-2079,80-84,FEMALE,-1522
2030-2034,55-59,FEMALE,-1207
2060-2064,50-54,MALE,1957
2060-2064,10-14,MALE,7919
2090-2094,25-29,FEMALE,18870
2070-2074,85+,FEMALE,254
2022-2024,50-54,MALE,12674
2060-2064,15-19,MALE,14512
2022-2024,25-29,MALE,44183
2060-2064,40-44,FEMALE,13801
2085-2089,85+,FEMALE,337
,85+,MALE,465
2040-2044,55-59,FEMALE,-3483
2030-2034,85+,MALE,304
2045-2049,85+,MALE,21
2085-2089,65-69,MALE,-1484
2070-2074,85+,MALE,494
2085-2089,40-44,MALE,22790
2040-2044,55-59,MALE,4863
2090-2094,85+,MALE,487
2055-2059,50-54,FEMALE,-4803
2025-2029,30-34,MALE,15536
2040-2044,30-34,FEMALE,17257
2060-2064,35-39,MALE,28412
2045-2049,0-4,FEMALE,4588
2035-2039,65-69,MALE,1815
2085-2089,0-4,MALE,5529
2080-2084,50-54,MALE,3102
2060-2064,15-19,MALE,9419
2075-2079,15-19,FEMALE,7610
2030-2034,60-64,MALE,4739
2065-2069,35-39,MALE,25267
2090-2094,70-74,MALE,-4861
2060-2064,65-69,FEMALE,-2864
2085-2089,75-79,FEMALE,-3554
2060-2064,0-4,FEMALE,4349
2025-2029,30-34,FEMALE,7229
2022-2024,20-24,MALE,35216
2040-2044,50-54,MALE,315
2022-2024,30-34,FEMALE,33145
2075-2079,60-64,MALE,765
2060-2064,30-34,MALE,28767
2025-2029,60-64,FEMALE,-1020
2055-2059,70-74,MALE,-2114
2065-2069,85+,MALE,249
2050-2054,75-79,FEMALE,-2262
2080-2084,25-29,FEMALE,18408
2080-2084,45-49,FEMALE,-3211
2060-2064,15-19,FEMALE,9210
2090-2094,65-69,MALE,-1449
2030-2034,80-84,FEMALE,14
2045-2049,70-74,MALE,-782
2050-2054,0-4,MALE,4833
2040-2044,65-69,MALE,744
2022-2024,10-14,FEMALE,15448
2065-2069,85+,FEMALE,343
2022-2024,55-59,MALE,12015
2085-2089,30-34,FEMALE,19307
2022-2024,60-64,FEMALE,4921
2095-2099,15-19,MALE,14609
2080-2084,20-24,FEMALE,13700
2050-2054,10-14,MALE,7601
2090-2094,0-4,FEMALE,4828
2050-2054,65-69,FEMALE,-3121
2095-2099,85+,MALE,243
2030-2034,35-39,MALE,20783
2035-2039,65-69,FEMALE,-1150
,20-24,MALE,19545
2060-2064,60-64,FEMALE,-4241
2040-2044,60-64,FEMALE,-2551
2045-2049,55-59,MALE,2115
2025-2029,70-74,MALE,1375
2085-2089,45-49,FEMALE,3876
2035-2039,45-49,MALE,4211
2060-2064,0-4,FEMALE,7600
2060-2064,75-79,MALE,-3700
2095-2099,30-34,MALE,29695
2045-2049,85+,MALE,317
2030-2034,20-24,MALE,14924
2055-2059,25-29,FEMALE,17314
2025-2029,85+,FEMALE,144
2055-2059,10-14,FEMALE,5749
2065-2069,20-24,FEMALE,10247
2040-2044,0-4,MALE,4775
2050-2054,40-44,FEMALE,13437
2045-2049,75-79,MALE,-1222
2090-2094,25-29,FEMALE,18884
2060-2064,85+,MALE,188
2055-2059,35-39,MALE,26079
2025-2029,30-34,MALE,15513
,25-29,FEMALE,17766
2035-2039,85+,MALE,499
2050-2054,30-34,FEMALE,17226
2080-2084,85+,FEMALE,341
2040-2044,20-24,FEMALE,10111
2055-2059,85+,FEMALE,390
2095-2099,65-69,MALE,-1616
2035-2039,40-44,MALE,19373
2045-2049,80-84,FEMALE,-446
2075-2079,30-34,MALE,29457
2065-2069,0-4,MALE,8056
2022-2024,70-74,MALE,4356
2040-2044,45-49,MALE,7361
2050-2054,10-14,MALE,7515
2060-2064,70-74,MALE,-2058
2060-2064,30-34,FEMALE,19013
2080-2084,0-4,FEMALE,4629
2035-2039,85+,FEMALE,272
2060-2064,80-84,FEMALE,-1543
2085-2089,30-34,MALE,29579
2035-2039,50-54,FEMALE,-2824
2030-2034,60-64,FEMALE,-1419
2090-2094,5-9,MALE,7012
2022-2024,70-74,FEMALE,3254
2035-2039,0-4,FEMALE,4140
2080-2084,85+,FEMALE,262
2035-2039,0-4,FEMALE,4255
2025-2029,85+,FEMALE,186
2080-2084,30-34,MALE,29556
2025-2029,20-24,MALE,9175
2025-2029,45-49,FEMALE,-16
2065-2069,85+,MALE,18
2085-2089,85+,MALE,216
2030-2034,5-9,MALE,5180
2095-2099,65-69,FEMALE,-4518
2040-2044,50-54,FEMALE,-3988
2075-2079,70-74,FEMALE,-3129
2080-2084,50-54,FEMALE,-4303
2055-2059,45-49,MALE,8103
2075-2079,30-34,FEMALE,19050
2085-2089,50-54,MALE,2483
2025-2029,10-14,FEMALE,2172
2045-2049,0-4,FEMALE,4427
2065-2069,35-39,MALE,27088
2065-2069,65-69,MALE,-2234
2085-2089,20-24,MALE,22889
2055-2059,70-74,FEMALE,-2757
2050-2054,65-69,MALE,-1413
2050-2054,35-39,FEMALE,17226
2090-2094,65-69,FEMALE,-4232
2060-2064,25-29,FEMALE,16657
2050-2054,70-74,FEMALE,-2025
2050-2054,25-29,MALE,27470
2022-2024,15-19,FEMALE,16724
2065-2069,15-19,MALE,14634
2080-2084,50-54,FEMALE,-4312
2060-2064,30-34,FEMALE,18952
2035-2039,15-19,MALE,9666
2075-2079,75-79,FEMALE,-2999
2080-2084,15-19,FEMALE,8404
2035-2039,15-19,FEMALE,6076
2095-2099,15-19,MALE,9500
2060-2064,75-79,FEMALE,-2663
2060-2064,75-79,FEMALE,-1533
2080-2084,45-49,MALE,12323
2035-2039,25-29,MALE,22669
2030-2034,15-19,FEMALE,5630
2055-2059,25-29,FEMALE,16555
2090-2094,0-4,MALE,5906
2045-2049,40-44,MALE,17191
2060-2064,0-4,FEMALE,7600
2085-2089,25-29,FEMALE,16832
2060-2064,50-54,MALE,1939
2080-2084,70-74,MALE,-3783
2070-2074,85+,MALE,219
2090-2094,65-69,FEMALE,-4593
2050-2054,65-69,FEMALE,-2982
2060-2064,85+,MALE,21
2040-2044,45-49,MALE,6191
2065-2069,50-54,FEMALE,-4258
2090-2094,35-39,MALE,25991
2050-2054,80-84,FEMALE,-630
2065-2069,15-19,FEMALE,6551
2075-2079,85+,MALE,18
2090-2094,65-69,MALE,-2368
2075-2079,85+,FEMALE,262
2050-2054,60-64,MALE,2415
2050-2054,5-9,MALE,6675
2060-2064,85+,MALE,188
2075-2079,85+,FEMALE,269
2045-2049,85+,FEMALE,-527
2035-2039,85+,MALE,331
2065-2069,75-79,FEMALE,-2555
2035-2039,50-54,FEMALE,-3487
2030-2034,5-9,MALE,6110
2040-2044,85+,MALE,560
2065-2069,30-34,FEMALE,19017
2095-2099,5-9,FEMALE,5640
2055-2059,85+,MALE,21
2025-2029,10-14,MALE,3263
2022-2024,20-24,FEMALE,32612
2025-2029,85+,MALE,185
,80-84,MALE,255
2050-2054,10-14,FEMALE,5778
2040-2044,75-79,MALE,-901
2050-2054,75-79,FEMALE,-1234
2060-2064,45-49,FEMALE,-2824
2095-2099,25-29,FEMALE,18290
2090-2094,75-79,FEMALE,-3846
2075-2079,65-69,MALE,-1977
2065-2069,15-19,FEMALE,8324
2055-2059,70-74,FEMALE,-2808
2075-2079,85+,MALE,29
2035-2039,35-39,FEMALE,12422
2070-2074,70-74,MALE,-3880
2025-2029,85+,FEMALE,189
2080-2084,85+,FEMALE,298
2035-2039,25-29,MALE,22315
2075-2079,30-34,MALE,29625
2022-2024,5-9,FEMALE,15593
2070-2074,10-14,FEMALE,5855
2030-2034,15-19,FEMALE,6738
2035-2039,55-59,MALE,4054
,85+,MALE,28
2065-2069,15-19,FEMALE,7581
2090-2094,30-34,FEMALE,19127
2025-2029,35-39,MALE,16220
2030-2034,70-74,MALE,1044
2060-2064,40-44,MALE,23620
2030-2034,50-54,MALE,4293
2030-2034,30-34,FEMALE,13062
2030-2034,85+,FEMALE,240
2075-2079,20-24,MALE,17970
2060-2064,15-19,FEMALE,6489
2040-2044,20-24,FEMALE,10819
2025-2029,60-64,FEMALE,-1055
2045-2049,50-54,FEMALE,-4599
2035-2039,10-14,MALE,6254
2060-2064,85+,FEMALE,343
2050-2054,20-24,FEMALE,10044
2060-2064,85+,MALE,188
2040-2044,35-39,MALE,20764
2070-2074,20-24,FEMALE,13659
2025-2029,45-49,FEMALE,-3095
2045-2049,0-4,MALE,8038
2080-2084,65-69,FEMALE,-4356
2085-2089,75-79,MALE,-5009
2022-2024,55-59,FEMALE,7055
2045-2049,50-54,FEMALE,-4111
2045-2049,50-54,FEMALE,-4758
2070-2074,20-24,MALE,22870
2045-2049,10-14,FEMALE,5929
2080-2084,75-79,FEMALE,-2687
2095-2099,65-69,FEMALE,-4311
2025-2029,80-84,FEMALE,-70
2035-2039,70-74,MALE,794
2095-2099,15-19,MALE,10472
2085-2089,5-9,MALE,7289
2055-2059,65-69,MALE,-884
2050-2054,55-59,FEMALE,-3981
2060-2064,45-49,MALE,3113
2025-2029,45-49,FEMALE,-429
2040-2044,40-44,MALE,19520
2085-2089,40-44,MALE,22774
2080-2084,85+,MALE,17
2025-2029,55-59,FEMALE,-2357
2025-2029,20-24,MALE,2762
2030-2034,55-59,MALE,5443
2050-2054,75-79,MALE,-1650
2075-2079,85+,MALE,362
2050-2054,20-24,MALE,18948
2090-2094,35-39,FEMALE,18584
2080-2084,55-59,MALE,1818
2030-2034,5-9,MALE,5507
2075-2079,85+,FEMALE,263
2030-2034,40-44,FEMALE,6892
2080-2084,45-49,MALE,7386
2065-2069,65-69,MALE,-2294
2055-2059,50-54,FEMALE,-4278
2075-2079,60-64,MALE,-489
2090-2094,0-4,MALE,4748
2045-2049,85+,FEMALE,197
2065-2069,60-64,MALE,1418
2085-2089,0-4,FEMALE,4848
2025-2029,85+,FEMALE,136
2030-2034,25-29,MALE,20066
2085-2089,85+,MALE,247
2040-2044,40-44,FEMALE,4309
2075-2079,20-24,FEMALE,11417
2025-2029,25-29,MALE,18471
2095-2099,55-59,FEMALE,-4024
2075-2079,70-74,FEMALE,-4242
2060-2064,70-74,MALE,-2477
2065-2069,35-39,FEMALE,17105
2025-2029,70-74,MALE,1682
2060-2064,55-59,FEMALE,-4353
2090-2094,75-79,MALE,-5326
2035-2039,35-39,FEMALE,12971
2035-2039,80-84,FEMALE,-69
2090-2094,75-79,FEMALE,-3116
2085-2089,60-64,FEMALE,-4162
2075-2079,35-39,FEMALE,15948
2060-2064,35-39,MALE,26803
2045-2049,50-54,MALE,1384
2090-2094,0-4,FEMALE,7434
2080-2084,15-19,FEMALE,6597
2035-2039,35-39,MALE,21670
2050-2054,85+,FEMALE,356
2045-2049,50-54,MALE,1688
2090-2094,20-24,FEMALE,13628
2065-2069,55-59,FEMALE,-3987
2075-2079,20-24,MALE,22914
2035-2039,50-54,FEMALE,-2332
2085-2089,15-19,MALE,9547
2040-2044,85+,FEMALE,309
2065-2069,80-84,FEMALE,-1872
2035-2039,35-39,FEMALE,12336
2080-2084,60-64,FEMALE,-4356
2070-2074,25-29,FEMALE,18309
2045-2049,45-49,MALE,3113
2035-2039,35-39,MALE,22653
,75-79,MALE,911
2030-2034,75-79,FEMALE,-866
2022-2024,5-9,FEMALE,12390
2085-2089,45-49,MALE,4221
2070-2074,25-29,FEMALE,18347
2030-2034,85+,FEMALE,223
2070-2074,25-29,MALE,24387
2090-2094,20-24,MALE,19575
2050-2054,35-39,MALE,27154
2070-2074,30-34,FEMALE,19146
2075-2079,35-39,FEMALE,16736
2090-2094,45-49,MALE,5753
2050-2054,80-84,MALE,-1079
2070-2074,15-19,MALE,14700
2045-2049,85+,MALE,415
2080-2084,0-4,FEMALE,7556
2090-2094,45-49,FEMALE,4021
2055-2059,15-19,MALE,9316
2070-2074,25-29,MALE,24371
2075-2079,45-49,MALE,9320
2060-2064,85+,MALE,219
2090-2094,80-84,FEMALE,-3106
2065-2069,75-79,MALE,-2502
2065-2069,85+,MALE,416
2090-2094,25-29,MALE,26848
2040-2044,20-24,MALE,14171
2022-2024,50-54,FEMALE,9841
2035-2039,85+,MALE,320
2045-2049,20-24,FEMALE,10864
2045-2049,5-9,FEMALE,5621
2085-2089,85+,FEMALE,314
2080-2084,50-54,MALE,2325
2045-2049,45-49,MALE,8959
2055-2059,50-54,FEMALE,-4119
2030-2034,45-49,FEMALE,-1460
2070-2074,25-29,MALE,24302
2060-2064,5-9,FEMALE,5747
2095-2099,10-14,FEMALE,5960
2055-2059,85+,FEMALE,-1040
2025-2029,70-74,MALE,1552
2045-2049,0-4,MALE,4814
2045-2049,15-19,FEMALE,8048
2075-2079,65-69,MALE,-1275
2030-2034,60-64,MALE,4190
2022-2024,45-49,FEMALE,8678
2095-2099,40-44,MALE,24648
2070-2074,35-39,MALE,28167
2055-2059,10-14,FEMALE,5770
2075-2079,30-34,MALE,29548
2055-2059,50-54,MALE,1464
2075-2079,5-9,MALE,7511
2022-2024,85+,FEMALE,635
2022-2024,50-54,MALE,12465
2080-2084,50-54,MALE,2372
2050-2054,5-9,FEMALE,5662
2090-2094,5-9,FEMALE,5384
2070-2074,15-19,MALE,13213
2025-2029,70-74,MALE,1643
2050-2054,0-4,MALE,5217
2040-2044,70-74,MALE,224
2040-2044,60-64,FEMALE,-2217
2030-2034,50-54,FEMALE,-2880
2085-2089,65-69,FEMALE,-4371
2075-2079,35-39,MALE,25695
2035-2039,5-9,MALE,6651
2090-2094,70-74,FEMALE,-4157
2022-2024,80-84,FEMALE,1124
2070-2074,15-19,FEMALE,7594
2055-2059,70-74,MALE,-2091
2025-2029,20-24,FEMALE,4512
2055-2059,85+,FEMALE,275
2040-2044,60-64,MALE,2824
2075-2079,45-49,MALE,5262
2075-2079,10-14,FEMALE,6009
2040-2044,85+,FEMALE,251
2070-2074,80-84,MALE,-2921
2060-2064,15-19,MALE,10334
2085-2089,35-39,FEMALE,17591
2045-2049,20-24,MALE,21948
2055-2059,85+,MALE,249
2060-2064,0-4,MALE,8056
2060-2064,80-84,MALE,-2885
2070-2074,30-34,FEMALE,19163
2035-2039,50-54,FEMALE,-2052
2095-2099,5-9,FEMALE,5737
2095-2099,55-59,MALE,2650
2085-2089,30-34,FEMALE,19334
2055-2059,85+,FEMALE,275
2055-2059,85+,FEMALE,270
2065-2069,40-44,MALE,21845
2080-2084,45-49,FEMALE,1341
2055-2059,5-9,MALE,7421
2080-2084,85+,MALE,247
2090-2094,40-44,MALE,18211
2050-2054,5-9,FEMALE,5635
2090-2094,20-24,MALE,21232
2075-2079,0-4,MALE,5222
2040-2044,35-39,FEMALE,16158
2085-2089,85+,MALE,218
2040-2044,25-29,MALE,24786
2085-2089,25-29,FEMALE,16824
2040-2044,80-84,MALE,-859
,85+,FEMALE,110
2080-2084,70-74,MALE,-4124
2030-2034,85+,MALE,18
2085-2089,85+,MALE,565
2025-2029,50-54,FEMALE,-1930
2035-2039,5-9,FEMALE,4604
2090-2094,75-79,MALE,-5552
2035-2039,25-29,FEMALE,15729
2045-2049,85+,MALE,493
2085-2089,55-59,MALE,2434
2070-2074,45-49,MALE,4964
2035-2039,85+,MALE,203
2045-2049,80-84,FEMALE,-571
2085-2089,30-34,FEMALE,18896
2040-2044,15-19,MALE,11955
2095-2099,30-34,FEMALE,19149
2060-2064,40-44,FEMALE,10423
2070-2074,20-24,FEMALE,11387
2095-2099,40-44,FEMALE,13470
2025-2029,85+,FEMALE,173
2055-2059,65-69,MALE,-1902
2040-2044,50-54,MALE,2217
2090-2094,60-64,FEMALE,-4327
2070-2074,70-74,MALE,-3074
2055-2059,0-4,MALE,8052
2045-2049,70-74,MALE,-1487
2095-2099,85+,FEMALE,250
2045-2049,85+,FEMALE,262
2070-2074,30-34,FEMALE,19181
2085-2089,50-54,MALE,2496
2045-2049,0-4,MALE,8034
2035-2039,55-59,MALE,4729
2090-2094,70-74,MALE,-4388
2060-2064,25-29,MALE,24082
2065-2069,30-34,MALE,28799
2075-2079,15-19,FEMALE,6596
2035-2039,85+,FEMALE,231
2065-2069,5-9,FEMALE,5449
2035-2039,5-9,MALE,6559
2025-2029,20-24,MALE,2998
2070-2074,45-49,FEMALE,-3249
2045-2049,20-24,FEMALE,13682
,80-84,FEMALE,589
,40-44,FEMALE,9103
2085-2089,85+,FEMALE,314
2070-2074,0-4,MALE,5594
2030-2034,50-54,FEMALE,-2220
,65-69,FEMALE,1922
2022-2024,65-69,FEMALE,4726
2022-2024,5-9,FEMALE,11453
2040-2044,0-4,MALE,7986
2022-2024,15-19,MALE,27312
2025-2029,35-39,FEMALE,10872
2040-2044,25-29,FEMALE,16642
2065-2069,85+,MALE,494
2045-2049,25-29,FEMALE,15336
2055-2059,45-49,MALE,8254
2022-2024,35-39,MALE,43124
2070-2074,40-44,FEMALE,13010
2075-2079,60-64,FEMALE,-4333
2035-2039,15-19,FEMALE,5429
2050-2054,45-49,FEMALE,2447
2040-2044,30-34,FEMALE,16667
2035-2039,35-39,MALE,22132
2025-2029,0-4,FEMALE,2521
2045-2049,85+,FEMALE,254
2090-2094,65-69,MALE,-1594
2035-2039,30-34,FEMALE,15661
2055-2059,70-74,MALE,-2426
2085-2089,15-19,MALE,11785
2050-2054,5-9,MALE,7145
2080-2084,85+,MALE,21
2065-2069,50-54,MALE,2020
2070-2074,25-29,FEMALE,18871
2022-2024,10-14,MALE,16214
2060-2064,0-4,FEMALE,4348
2070-2074,70-74,MALE,-3962
2030-2034,35-39,FEMALE,12963
2065-2069,45-49,MALE,6405
2040-2044,85+,FEMALE,300
,35-39,FEMALE,14166
2090-2094,10-14,FEMALE,5832
2090-2094,5-9,FEMALE,5110
2060-2064,50-54,FEMALE,-4624
2045-2049,5-9,FEMALE,5590
2022-2024,35-39,MALE,40744
,55-59,MALE,7590
2085-2089,65-69,FEMALE,-4569
2065-2069,85+,FEMALE,235
2060-2064,15-19,FEMALE,8300
2060-2064,65-69,MALE,-1590
2075-2079,0-4,FEMALE,4888
2022-2024,25-29,MALE,47872
2070-2074,25-29,FEMALE,15843
2075-2079,55-59,MALE,1258
2070-2074,30-34,FEMALE,19229
2080-2084,30-34,MALE,29581
2075-2079,30-34,MALE,29658
2065-2069,15-19,FEMALE,8354
2040-2044,50-54,FEMALE,-5116
2085-2089,10-14,MALE,7799
2022-2024,20-24,MALE,39424
2090-2094,80-84,FEMALE,-2871
2065-2069,45-49,FEMALE,-2760
2030-2034,75-79,FEMALE,-45
2050-2054,60-64,FEMALE,-3034
2055-2059,65-69,MALE,-2184
2085-2089,65-69,MALE,-1748
2050-2054,65-69,MALE,-849
2055-2059,70-74,MALE,-1568
2050-2054,85+,FEMALE,317
2050-2054,85+,MALE,219
2040-2044,65-69,MALE,1021
2090-2094,50-54,MALE,3509
2035-2039,45-49,MALE,5837
2040-2044,15-19,MALE,12908
2060-2064,60-64,FEMALE,-4338
2030-2034,40-44,FEMALE,9277
2075-2079,60-64,MALE,657
2070-2074,15-19,MALE,10491
2022-2024,15-19,MALE,19533
2040-2044,45-49,MALE,3835
2090-2094,0-4,FEMALE,4262
2022-2024,85+,FEMALE,341
2030-2034,60-64,MALE,3307
2050-2054,15-19,MALE,9161
2022-2024,25-29,FEMALE,39910
2055-2059,10-14,FEMALE,5872
2070-2074,65-69,MALE,-1552
2070-2074,20-24,FEMALE,13697
2090-2094,85+,MALE,77
2040-2044,85+,MALE,267
2075-2079,50-54,FEMALE,-4264
2090-2094,40-44,MALE,24589
2095-2099,45-49,FEMALE,-2954
2075-2079,75-79,MALE,-4586
2065-2069,10-14,FEMALE,5901
2060-2064,40-44,MALE,16481
2095-2099,75-79,FEMALE,-3812
2065-2069,10-14,FEMALE,6081
2040-2044,15-19,FEMALE,8924
2050-2054,35-39,MALE,24568
2035-2039,60-64,MALE,4475
2085-2089,5-9,FEMALE,5776
2030-2034,5-9,MALE,4714
2065-2069,35-39,MALE,28525
2090-2094,65-69,FEMALE,-4475
2030-2034,25-29,MALE,21190
2085-2089,85+,FEMALE,338
2055-2059,35-39,MALE,28055
2080-2084,65-69,FEMALE,-4441
2040-2044,35-39,FEMALE,14206
2035-2039,60-64,MALE,3179
2075-2079,60-64,MALE,1327
2040-2044,35-39,MALE,26204
2065-2069,80-84,FEMALE,-788
2040-2044,85+,FEMALE,261
2045-2049,10-14,MALE,8454
2080-2084,45-49,MALE,4183
2085-2089,25-29,MALE,26902
2040-2044,60-64,FEMALE,-2626
2090-2094,30-34,MALE,29568
2080-2084,25-29,MALE,24432
2080-2084,55-59,MALE,1929
2065-2069,55-59,FEMALE,-3972
2085-2089,75-79,FEMALE,-2584
2055-2059,55-59,MALE,1954
2085-2089,75-79,FEMALE,-3352
2030-2034,45-49,MALE,8643
2090-2094,65-69,MALE,-3134
2035-2039,85+,FEMALE,249
2025-2029,10-14,MALE,4457
2070-2074,80-84,MALE,-3185
2085-2089,50-54,MALE,2766
2050-2054,10-14,FEMALE,5939
2045-2049,60-64,FEMALE,-3085
2045-2049,85+,MALE,57
2065-2069,60-64,FEMALE,-4241
2085-2089,10-14,FEMALE,5991
2065-2069,30-34,MALE,29156
2035-2039,0-4,FEMALE,7318
2050-2054,85+,MALE,362
2030-2034,75-79,MALE,987
2065-2069,30-34,MALE,29386
2075-2079,85+,MALE,78
2070-2074,75-79,FEMALE,-2801
2090-2094,20-24,MALE,16263
2095-2099,5-9,FEMALE,5077
2090-2094,25-29,FEMALE,15784
2025-2029,85+,FEMALE,169
2065-2069,20-24,MALE,17874
2080-2084,60-64,MALE,-39
2045-2049,85+,FEMALE,197
2055-2059,25-29,FEMALE,18008
2055-2059,35-39,MALE,25327
2050-2054,55-59,MALE,2439
2090-2094,30-34,MALE,29139
2022-2024,10-14,FEMALE,17238
2075-2079,85+,MALE,282
2050-2054,60-64,FEMALE,-3529
2035-2039,85+,MALE,280
2065-2069,25-29,FEMALE,18295
2080-2084,55-59,MALE,2138
2045-2049,30-34,FEMALE,17234
2095-2099,25-29,FEMALE,16726
2065-2069,85+,FEMALE,356
2065-2069,5-9,FEMALE,5165
2055-2059,30-34,FEMALE,18880
2055-2059,25-29,MALE,25020
2025-2029,85+,FEMALE,208
2030-2034,70-74,FEMALE,-814
2060-2064,40-44,MALE,15986
2085-2089,85+,MALE,315
2080-2084,45-49,MALE,12294
2090-2094,40-44,FEMALE,9159
2040-2044,55-59,FEMALE,-2162
