"Notes","Five-Year Age Groups","Five-Year Age Groups Code","Sex","Sex Code","State","State Code",Deaths,Population,Crude Rate
,"90-94 years","90-94","Male","M","Arizona","04",2718,Not Applicable,Not Applicable
,"90-94 years","90-94","Male","M","Arkansas","05",1092,Not Applicable,Not Applicable
,"90-94 years","90-94","Male","M","California","06",13455,Not Applicable,Not Applicable
,"90-94 years","90-94","Male","M","Colorado","08",1919,Not Applicable,Not Applicable
,"90-94 years","90-94","Male","M","Connecticut","09",1623,Not Applicable,Not Applicable
,"90-94 years","90-94","Male","M","Delaware","10",412,Not Applicable,Not Applicable
,"90-94 years","90-94","Male","M","District of Columbia","11",119,Not Applicable,Not Applicable
,"90-94 years","90-94","Male","M","Florida","12",10232,Not Applicable,Not Applicable
,"90-94 years","90-94","Male","M","Georgia","13",2732,Not Applicable,Not Applicable
,"90-94 years","90-94","Male","M","Hawaii","15",612,Not Applicable,Not Applicable
,"90-94 years","90-94","Male","M","Idaho","16",664,Not Applicable,Not Applicable
,"90-94 years","90-94","Male","M","Illinois","17",4584,Not Applicable,Not Applicable
,"90-94 years","90-94","Male","M","Indiana","18",2464,Not Applicable,Not Applicable
,"90-94 years","90-94","Male","M","Iowa","19",1473,Not Applicable,Not Applicable
,"90-94 years","90-94","Male","M","Kansas","20",1233,Not Applicable,Not Applicable
,"90-94 years","90-94","Male","M","Kentucky","21",1502,Not Applicable,Not Applicable
,"90-94 years","90-94","Male","M","Louisiana","22",1390,Not Applicable,Not Applicable
,"90-94 years","90-94","Male","M","Maine","23",731,Not Applicable,Not Applicable
,"90-94 years","90-94","Male","M","Maryland","24",2078,Not Applicable,Not Applicable
,"90-94 years","90-94","Male","M","Massachusetts","25",3034,Not Applicable,Not Applicable
,"90-94 years","90-94","Male","M","Michigan","26",4109,Not Applicable,Not Applicable
,"90-94 years","90-94","Male","M","Minnesota","27",2427,Not Applicable,Not Applicable
,"90-94 years","90-94","Male","M","Mississippi","28",932,Not Applicable,Not Applicable
,"90-94 years","90-94","Male","M","Missouri","29",2486,Not Applicable,Not Applicable
,"90-94 years","90-94","Male","M","Montana","30",456,Not Applicable,Not Applicable
,"90-94 years","90-94","Male","M","Nebraska","31",866,Not Applicable,Not Applicable
,"90-94 years","90-94","Male","M","Nevada","32",877,Not Applicable,Not Applicable
,"90-94 years","90-94","Male","M","New Hampshire","33",621,Not Applicable,Not Applicable
,"90-94 years","90-94","Male","M","New Jersey","34",3435,Not Applicable,Not Applicable
,"90-94 years","90-94","Male","M","New Mexico","35",846,Not Applicable,Not Applicable
,"90-94 years","90-94","Male","M","New York","36",7251,Not Applicable,Not Applicable
,"90-94 years","90-94","Male","M","North Carolina","37",3521,Not Applicable,Not Applicable
,"90-94 years","90-94","Male","M","North Dakota","38",337,Not Applicable,Not Applicable
,"90-94 years","90-94","Male","M","Ohio","39",4753,Not Applicable,Not Applicable
,"90-94 years","90-94","Male","M","Oklahoma","40",1399,Not Applicable,Not Applicable
,"90-94 years","90-94","Male","M","Oregon","41",1729,Not Applicable,Not Applicable
,"90-94 years","90-94","Male","M","Pennsylvania","42",6163,Not Applicable,Not Applicable
,"90-94 years","90-94","Male","M","Rhode Island","44",494,Not Applicable,Not Applicable
,"90-94 years","90-94","Male","M","South Carolina","45",1768,Not Applicable,Not Applicable
,"90-94 years","90-94","Male","M","South Dakota","46",403,Not Applicable,Not Applicable
,"90-94 years","90-94","Male","M","Tennessee","47",2224,Not Applicable,Not Applicable
,"90-94 years","90-94","Male","M","Texas","48",7715,Not Applicable,Not Applicable
,"90-94 years","90-94","Male","M","Utah","49",920,Not Applicable,Not Applicable
,"90-94 years","90-94","Male","M","Vermont","50",293,Not Applicable,Not Applicable
,"90-94 years","90-94","Male","M","Virginia","51",3006,Not Applicable,Not Applicable
,"90-94 years","90-94","Male","M","Washington","53",2679,Not Applicable,Not Applicable
,"90-94 years","90-94","Male","M","West Virginia","54",784,Not Applicable,Not Applicable
,"90-94 years","90-94","Male","M","Wisconsin","55",2652,Not Applicable,Not Applicable
,"90-94 years","90-94","Male","M","Wyoming","56",229,Not Applicable,Not Applicable
,"95-99 years","95-99","Female","F","Alabama","01",1367,Not Applicable,Not Applicable
,"95-99 years","95-99","Female","F","Alaska","02",90,Not Applicable,Not Applicable
,"95-99 years","95-99","Female","F","Arizona","04",1931,Not Applicable,Not Applicable
,"95-99 years","95-99","Female","F","Arkansas","05",836,Not Applicable,Not Applicable
,"95-99 years","95-99","Female","F","California","06",11641,Not Applicable,Not Applicable
,"95-99 years","95-99","Female","F","Colorado","08",1467,Not Applicable,Not Applicable
,"95-99 years","95-99","Female","F","Connecticut","09",1696,Not Applicable,Not Applicable
,"95-99 years","95-99","Female","F","Delaware","10",326,Not Applicable,Not Applicable
,"95-99 years","95-99","Female","F","District of Columbia","11",171,Not Applicable,Not Applicable
,"95-99 years","95-99","Female","F","Florida","12",7894,Not Applicable,Not Applicable
,"95-99 years","95-99","Female","F","Georgia","13",2264,Not Applicable,Not Applicable
,"95-99 years","95-99","Female","F","Hawaii","15",688,Not Applicable,Not Applicable
,"95-99 years","95-99","Female","F","Idaho","16",467,Not Applicable,Not Applicable
,"95-99 years","95-99","Female","F","Illinois","17",4376,Not Applicable,Not Applicable
,"95-99 years","95-99","Female","F","Indiana","18",2206,Not Applicable,Not Applicable
,"95-99 years","95-99","Female","F","Iowa","19",1340,Not Applicable,Not Applicable
,"95-99 years","95-99","Female","F","Kansas","20",1076,Not Applicable,Not Applicable
,"95-99 years","95-99","Female","F","Kentucky","21",1189,Not Applicable,Not Applicable
,"95-99 years","95-99","Female","F","Louisiana","22",1210,Not Applicable,Not Applicable
,"95-99 years","95-99","Female","F","Maine","23",620,Not Applicable,Not Applicable
,"95-99 years","95-99","Female","F","Maryland","24",1887,Not Applicable,Not Applicable
,"95-99 years","95-99","Female","F","Massachusetts","25",2896,Not Applicable,Not Applicable
,"95-99 years","95-99","Female","F","Michigan","26",3482,Not Applicable,Not Applicable
,"95-99 years","95-99","Female","F","Minnesota","27",2082,Not Applicable,Not Applicable
,"95-99 years","95-99","Female","F","Mississippi","28",818,Not Applicable,Not Applicable
,"95-99 years","95-99","Female","F","Missouri","29",1985,Not Applicable,Not Applicable
,"95-99 years","95-99","Female","F","Montana","30",328,Not Applicable,Not Applicable
,"95-99 years","95-99","Female","F","Nebraska","31",716,Not Applicable,Not Applicable
,"95-99 years","95-99","Female","F","Nevada","32",563,Not Applicable,Not Applicable
,"95-99 years","95-99","Female","F","New Hampshire","33",557,Not Applicable,Not Applicable
,"95-99 years","95-99","Female","F","New Jersey","34",3433,Not Applicable,Not Applicable
,"95-99 years","95-99","Female","F","New Mexico","35",582,Not Applicable,Not Applicable
,"95-99 years","95-99","Female","F","New York","36",7140,Not Applicable,Not Applicable
,"95-99 years","95-99","Female","F","North Carolina","37",2903,Not Applicable,Not Applicable
,"95-99 years","95-99","Female","F","North Dakota","38",307,Not Applicable,Not Applicable
,"95-99 years","95-99","Female","F","Ohio","39",4421,Not Applicable,Not Applicable
,"95-99 years","95-99","Female","F","Oklahoma","40",1088,Not Applicable,Not Applicable
,"95-99 years","95-99","Female","F","Oregon","41",1473,Not Applicable,Not Applicable
,"95-99 years","95-99","Female","F","Pennsylvania","42",5890,Not Applicable,Not Applicable
,"95-99 years","95-99","Female","F","Rhode Island","44",535,Not Applicable,Not Applicable
,"95-99 years","95-99","Female","F","South Carolina","45",1450,Not Applicable,Not Applicable
,"95-99 years","95-99","Female","F","South Dakota","46",337,Not Applicable,Not Applicable
,"95-99 years","95-99","Female","F","Tennessee","47",1856,Not Applicable,Not Applicable
,"95-99 years","95-99","Female","F","Texas","48",6051,Not Applicable,Not Applicable
,"95-99 years","95-99","Female","F","Utah","49",555,Not Applicable,Not Applicable
,"95-99 years","95-99","Female","F","Vermont","50",265,Not Applicable,Not Applicable
,"95-99 years","95-99","Female","F","Virginia","51",2564,Not Applicable,Not Applicable
,"95-99 years","95-99","Female","F","Washington","53",2245,Not Applicable,Not Applicable
,"95-99 years","95-99","Female","F","West Virginia","54",594,Not Applicable,Not Applicable
,"95-99 years","95-99","Female","F","Wisconsin","55",2266,Not Applicable,Not Applicable
,"95-99 years","95-99","Female","F","Wyoming","56",140,Not Applicable,Not Applicable
,"95-99 years","95-99","Male","M","Alabama","01",515,Not Applicable,Not Applicable
,"95-99 years","95-99","Male","M","Alaska","02",45,Not Applicable,Not Applicable
,"95-99 years","95-99","Male","M","Arizona","04",913,Not Applicable,Not Applicable
,"95-99 years","95-99","Male","M","Arkansas","05",335,Not Applicable,Not Applicable
,"95-99 years","95-99","Male","M","California","06",5574,Not Applicable,Not Applicable
,"95-99 years","95-99","Male","M","Colorado","08",612,Not Applicable,Not Applicable
,"95-99 years","95-99","Male","M","Connecticut","09",731,Not Applicable,Not Applicable
,"95-99 years","95-99","Male","M","Delaware","10",133,Not Applicable,Not Applicable
,"95-99 years","95-99","Male","M","District of Columbia","11",80,Not Applicable,Not Applicable
,"95-99 years","95-99","Male","M","Florida","12",3949,Not Applicable,Not Applicable
,"95-99 years","95-99","Male","M","Georgia","13",809,Not Applicable,Not Applicable
,"95-99 years","95-99","Male","M","Hawaii","15",336,Not Applicable,Not Applicable
,"95-99 years","95-99","Male","M","Idaho","16",270,Not Applicable,Not Applicable
,"95-99 years","95-99","Male","M","Illinois","17",1809,Not Applicable,Not Applicable
,"95-99 years","95-99","Male","M","Indiana","18",860,Not Applicable,Not Applicable
,"95-99 years","95-99","Male","M","Iowa","19",547,Not Applicable,Not Applicable
,"95-99 years","95-99","Male","M","Kansas","20",507,Not Applicable,Not Applicable
,"95-99 years","95-99","Male","M","Kentucky","21",505,Not Applicable,Not Applicable
,"95-99 years","95-99","Male","M","Louisiana","22",471,Not Applicable,Not Applicable
,"95-99 years","95-99","Male","M","Maine","23",251,Not Applicable,Not Applicable
,"95-99 years","95-99","Male","M","Maryland","24",762,Not Applicable,Not Applicable
,"95-99 years","95-99","Male","M","Massachusetts","25",1156,Not Applicable,Not Applicable
,"95-99 years","95-99","Male","M","Michigan","26",1592,Not Applicable,Not Applicable
,"95-99 years","95-99","Male","M","Minnesota","27",925,Not Applicable,Not Applicable
,"95-99 years","95-99","Male","M","Mississippi","28",278,Not Applicable,Not Applicable
,"95-99 years","95-99","Male","M","Missouri","29",863,Not Applicable,Not Applicable
,"95-99 years","95-99","Male","M","Montana","30",170,Not Applicable,Not Applicable
,"95-99 years","95-99","Male","M","Nebraska","31",314,Not Applicable,Not Applicable
,"95-99 years","95-99","Male","M","Nevada","32",273,Not Applicable,Not Applicable
,"95-99 years","95-99","Male","M","New Hampshire","33",225,Not Applicable,Not Applicable
,"95-99 years","95-99","Male","M","New Jersey","34",1452,Not Applicable,Not Applicable
,"95-99 years","95-99","Male","M","New Mexico","35",259,Not Applicable,Not Applicable
,"95-99 years","95-99","Male","M","New York","36",2923,Not Applicable,Not Applicable
,"95-99 years","95-99","Male","M","North Carolina","37",1180,Not Applicable,Not Applicable
,"95-99 years","95-99","Male","M","North Dakota","38",125,Not Applicable,Not Applicable
,"95-99 years","95-99","Male","M","Ohio","39",1805,Not Applicable,Not Applicable
,"95-99 years","95-99","Male","M","Oklahoma","40",457,Not Applicable,Not Applicable
,"95-99 years","95-99","Male","M","Oregon","41",651,Not Applicable,Not Applicable
,"95-99 years","95-99","Male","M","Pennsylvania","42",2340,Not Applicable,Not Applicable
,"95-99 years","95-99","Male","M","Rhode Island","44",215,Not Applicable,Not Applicable
,"95-99 years","95-99","Male","M","South Carolina","45",558,Not Applicable,Not Applicable
,"95-99 years","95-99","Male","M","South Dakota","46",154,Not Applicable,Not Applicable
,"95-99 years","95-99","Male","M","Tennessee","47",693,Not Applicable,Not Applicable
,"95-99 years","95-99","Male","M","Texas","48",2615,Not Applicable,Not Applicable
,"95-99 years","95-99","Male","M","Utah","49",328,Not Applicable,Not Applicable
,"95-99 years","95-99","Male","M","Vermont","50",119,Not Applicable,Not Applicable
,"95-99 years","95-99","Male","M","Virginia","51",1057,Not Applicable,Not Applicable
,"95-99 years","95-99","Male","M","Washington","53",1087,Not Applicable,Not Applicable
,"95-99 years","95-99","Male","M","West Virginia","54",243,Not Applicable,Not Applicable
,"95-99 years","95-99","Male","M","Wisconsin","55",975,Not Applicable,Not Applicable
,"95-99 years","95-99","Male","M","Wyoming","56",54,Not Applicable,Not Applicable
,"100+ years","100+","Female","F","Alabama","01",307,Not Applicable,Not Applicable
,"100+ years","100+","Female","F","Alaska","02",26,Not Applicable,Not Applicable
,"100+ years","100+","Female","F","Arizona","04",451,Not Applicable,Not Applicable
,"100+ years","100+","Female","F","Arkansas","05",180,Not Applicable,Not Applicable
,"100+ years","100+","Female","F","California","06",3418,Not Applicable,Not Applicable
,"100+ years","100+","Female","F","Colorado","08",323,Not Applicable,Not Applicable
,"100+ years","100+","Female","F","Connecticut","09",451,Not Applicable,Not Applicable
,"100+ years","100+","Female","F","Delaware","10",73,Not Applicable,Not Applicable
,"100+ years","100+","Female","F","District of Columbia","11",52,Not Applicable,Not Applicable
,"100+ years","100+","Female","F","Florida","12",2065,Not Applicable,Not Applicable
,"100+ years","100+","Female","F","Georgia","13",576,Not Applicable,Not Applicable
,"100+ years","100+","Female","F","Hawaii","15",223,Not Applicable,Not Applicable
,"100+ years","100+","Female","F","Idaho","16",108,Not Applicable,Not Applicable
,"100+ years","100+","Female","F","Illinois","17",1187,Not Applicable,Not Applicable
,"100+ years","100+","Female","F","Indiana","18",490,Not Applicable,Not Applicable
,"100+ years","100+","Female","F","Iowa","19",369,Not Applicable,Not Applicable
,"100+ years","100+","Female","F","Kansas","20",293,Not Applicable,Not Applicable
,"100+ years","100+","Female","F","Kentucky","21",277,Not Applicable,Not Applicable
,"100+ years","100+","Female","F","Louisiana","22",280,Not Applicable,Not Applicable
,"100+ years","100+","Female","F","Maine","23",139,Not Applicable,Not Applicable
,"100+ years","100+","Female","F","Maryland","24",549,Not Applicable,Not Applicable
,"100+ years","100+","Female","F","Massachusetts","25",786,Not Applicable,Not Applicable
,"100+ years","100+","Female","F","Michigan","26",837,Not Applicable,Not Applicable
,"100+ years","100+","Female","F","Minnesota","27",575,Not Applicable,Not Applicable
,"100+ years","100+","Female","F","Mississippi","28",171,Not Applicable,Not Applicable
,"100+ years","100+","Female","F","Missouri","29",496,Not Applicable,Not Applicable
,"100+ years","100+","Female","F","Montana","30",84,Not Applicable,Not Applicable
,"100+ years","100+","Female","F","Nebraska","31",186,Not Applicable,Not Applicable
,"100+ years","100+","Female","F","Nevada","32",125,Not Applicable,Not Applicable
,"100+ years","100+","Female","F","New Hampshire","33",114,Not Applicable,Not Applicable
,"100+ years","100+","Female","F","New Jersey","34",915,Not Applicable,Not Applicable
,"100+ years","100+","Female","F","New Mexico","35",137,Not Applicable,Not Applicable
,"100+ years","100+","Female","F","New York","36",2066,Not Applicable,Not Applicable
,"100+ years","100+","Female","F","North Carolina","37",704,Not Applicable,Not Applicable
,"100+ years","100+","Female","F","North Dakota","38",85,Not Applicable,Not Applicable
,"100+ years","100+","Female","F","Ohio","39",1019,Not Applicable,Not Applicable
,"100+ years","100+","Female","F","Oklahoma","40",239,Not Applicable,Not Applicable
,"100+ years","100+","Female","F","Oregon","41",403,Not Applicable,Not Applicable
,"100+ years","100+","Female","F","Pennsylvania","42",1367,Not Applicable,Not Applicable
,"100+ years","100+","Female","F","Rhode Island","44",139,Not Applicable,Not Applicable
,"100+ years","100+","Female","F","South Carolina","45",378,Not Applicable,Not Applicable
,"100+ years","100+","Female","F","South Dakota","46",107,Not Applicable,Not Applicable
,"100+ years","100+","Female","F","Tennessee","47",414,Not Applicable,Not Applicable
,"100+ years","100+","Female","F","Texas","48",1389,Not Applicable,Not Applicable
,"100+ years","100+","Female","F","Utah","49",108,Not Applicable,Not Applicable
,"100+ years","100+","Female","F","Vermont","50",54,Not Applicable,Not Applicable
,"100+ years","100+","Female","F","Virginia","51",601,Not Applicable,Not Applicable
,"100+ years","100+","Female","F","Washington","53",635,Not Applicable,Not Applicable
,"100+ years","100+","Female","F","West Virginia","54",124,Not Applicable,Not Applicable
,"100+ years","100+","Female","F","Wisconsin","55",548,Not Applicable,Not Applicable
,"100+ years","100+","Female","F","Wyoming","56",36,Not Applicable,Not Applicable
,"100+ years","100+","Male","M","Alabama","01",64,Not Applicable,Not Applicable
,"100+ years","100+","Male","M","Alaska","02",Suppressed,Not Applicable,Not Applicable
,"100+ years","100+","Male","M","Arizona","04",130,Not Applicable,Not Applicable
,"100+ years","100+","Male","M","Arkansas","05",47,Not Applicable,Not Applicable
,"100+ years","100+","Male","M","California","06",1121,Not Applicable,Not Applicable
,"100+ years","100+","Male","M","Colorado","08",118,Not Applicable,Not Applicable
,"100+ years","100+","Male","M","Connecticut","09",113,Not Applicable,Not Applicable
,"100+ years","100+","Male","M","Delaware","10",17,Not Applicable,Not Applicable
,"100+ years","100+","Male","M","District of Columbia","11",10,Not Applicable,Not Applicable
,"100+ years","100+","Male","M","Florida","12",595,Not Applicable,Not Applicable
,"100+ years","100+","Male","M","Georgia","13",103,Not Applicable,Not Applicable
,"100+ years","100+","Male","M","Hawaii","15",58,Not Applicable,Not Applicable
,"100+ years","100+","Male","M","Idaho","16",25,Not Applicable,Not Applicable
,"100+ years","100+","Male","M","Illinois","17",263,Not Applicable,Not Applicable
,"100+ years","100+","Male","M","Indiana","18",122,Not Applicable,Not Applicable
,"100+ years","100+","Male","M","Iowa","19",82,Not Applicable,Not Applicable
,"100+ years","100+","Male","M","Kansas","20",67,Not Applicable,Not Applicable
,"100+ years","100+","Male","M","Kentucky","21",59,Not Applicable,Not Applicable
,"100+ years","100+","Male","M","Louisiana","22",70,Not Applicable,Not Applicable
,"100+ years","100+","Male","M","Maine","23",34,Not Applicable,Not Applicable
,"100+ years","100+","Male","M","Maryland","24",153,Not Applicable,Not Applicable
,"100+ years","100+","Male","M","Massachusetts","25",193,Not Applicable,Not Applicable
,"100+ years","100+","Male","M","Michigan","26",183,Not Applicable,Not Applicable
,"100+ years","100+","Male","M","Minnesota","27",144,Not Applicable,Not Applicable
,"100+ years","100+","Male","M","Mississippi","28",40,Not Applicable,Not Applicable
,"100+ years","100+","Male","M","Missouri","29",123,Not Applicable,Not Applicable
,"100+ years","100+","Male","M","Montana","30",31,Not Applicable,Not Applicable
,"100+ years","100+","Male","M","Nebraska","31",47,Not Applicable,Not Applicable
,"100+ years","100+","Male","M","Nevada","32",30,Not Applicable,Not Applicable
,"100+ years","100+","Male","M","New Hampshire","33",42,Not Applicable,Not Applicable
,"100+ years","100+","Male","M","New Jersey","34",234,Not Applicable,Not Applicable
,"100+ years","100+","Male","M","New Mexico","35",44,Not Applicable,Not Applicable
,"100+ years","100+","Male","M","New York","36",511,Not Applicable,Not Applicable
,"100+ years","100+","Male","M","North Carolina","37",170,Not Applicable,Not Applicable
,"100+ years","100+","Male","M","North Dakota","38",28,Not Applicable,Not Applicable
,"100+ years","100+","Male","M","Ohio","39",241,Not Applicable,Not Applicable
,"100+ years","100+","Male","M","Oklahoma","40",59,Not Applicable,Not Applicable
,"100+ years","100+","Male","M","Oregon","41",118,Not Applicable,Not Applicable
,"100+ years","100+","Male","M","Pennsylvania","42",311,Not Applicable,Not Applicable
,"100+ years","100+","Male","M","Rhode Island","44",38,Not Applicable,Not Applicable
,"100+ years","100+","Male","M","South Carolina","45",86,Not Applicable,Not Applicable
,"100+ years","100+","Male","M","South Dakota","46",24,Not Applicable,Not Applicable
,"100+ years","100+","Male","M","Tennessee","47",96,Not Applicable,Not Applicable
,"100+ years","100+","Male","M","Texas","48",385,Not Applicable,Not Applicable
,"100+ years","100+","Male","M","Utah","49",37,Not Applicable,Not Applicable
,"100+ years","100+","Male","M","Vermont","50",20,Not Applicable,Not Applicable
,"100+ years","100+","Male","M","Virginia","51",179,Not Applicable,Not Applicable
,"100+ years","100+","Male","M","Washington","53",168,Not Applicable,Not Applicable
,"100+ years","100+","Male","M","West Virginia","54",20,Not Applicable,Not Applicable
,"100+ years","100+","Male","M","Wisconsin","55",136,Not Applicable,Not Applicable
,"100+ years","100+","Male","M","Wyoming","56",10,Not Applicable,Not Applicable
,"Not Stated","NS","Female","F","Alabama","01",0,Not Applicable,Not Applicable
,"Not Stated","NS","Female","F","Alaska","02",0,Not Applicable,Not Applicable
,"Not Stated","NS","Female","F","Arizona","04",0,Not Applicable,Not Applicable
,"Not Stated","NS","Female","F","Arkansas","05",0,Not Applicable,Not Applicable
,"Not Stated","NS","Female","F","California","06",Suppressed,Not Applicable,Not Applicable
,"Not Stated","NS","Female","F","Colorado","08",0,Not Applicable,Not Applicable
,"Not Stated","NS","Female","F","Connecticut","09",Suppressed,Not Applicable,Not Applicable
,"Not Stated","NS","Female","F","Delaware","10",0,Not Applicable,Not Applicable
,"Not Stated","NS","Female","F","District of Columbia","11",0,Not Applicable,Not Applicable
,"Not Stated","NS","Female","F","Florida","12",Suppressed,Not Applicable,Not Applicable
,"Not Stated","NS","Female","F","Georgia","13",0,Not Applicable,Not Applicable
,"Not Stated","NS","Female","F","Hawaii","15",Suppressed,Not Applicable,Not Applicable
,"Not Stated","NS","Female","F","Idaho","16",0,Not Applicable,Not Applicable
,"Not Stated","NS","Female","F","Illinois","17",0,Not Applicable,Not Applicable
,"Not Stated","NS","Female","F","Indiana","18",0,Not Applicable,Not Applicable
,"Not Stated","NS","Female","F","Iowa","19",0,Not Applicable,Not Applicable
,"Not Stated","NS","Female","F","Kansas","20",Suppressed,Not Applicable,Not Applicable
,"Not Stated","NS","Female","F","Kentucky","21",0,Not Applicable,Not Applicable
,"Not Stated","NS","Female","F","Louisiana","22",0,Not Applicable,Not Applicable
,"Not Stated","NS","Female","F","Maine","23",Suppressed,Not Applicable,Not Applicable
,"Not Stated","NS","Female","F","Maryland","24",Suppressed,Not Applicable,Not Applicable
,"Not Stated","NS","Female","F","Massachusetts","25",0,Not Applicable,Not Applicable
,"Not Stated","NS","Female","F","Michigan","26",0,Not Applicable,Not Applicable
,"Not Stated","NS","Female","F","Minnesota","27",0,Not Applicable,Not Applicable
,"Not Stated","NS","Female","F","Mississippi","28",0,Not Applicable,Not Applicable
,"Not Stated","NS","Female","F","Missouri","29",0,Not Applicable,Not Applicable
,"Not Stated","NS","Female","F","Montana","30",0,Not Applicable,Not Applicable
,"Not Stated","NS","Female","F","Nebraska","31",0,Not Applicable,Not Applicable
,"Not Stated","NS","Female","F","Nevada","32",0,Not Applicable,Not Applicable
,"Not Stated","NS","Female","F","New Hampshire","33",0,Not Applicable,Not Applicable
,"Not Stated","NS","Female","F","New Jersey","34",Suppressed,Not Applicable,Not Applicable
,"Not Stated","NS","Female","F","New Mexico","35",0,Not Applicable,Not Applicable
,"Not Stated","NS","Female","F","New York","36",Suppressed,Not Applicable,Not Applicable
,"Not Stated","NS","Female","F","North Carolina","37",Suppressed,Not Applicable,Not Applicable
,"Not Stated","NS","Female","F","North Dakota","38",0,Not Applicable,Not Applicable
,"Not Stated","NS","Female","F","Ohio","39",0,Not Applicable,Not Applicable
,"Not Stated","NS","Female","F","Oklahoma","40",0,Not Applicable,Not Applicable
,"Not Stated","NS","Female","F","Oregon","41",0,Not Applicable,Not Applicable
,"Not Stated","NS","Female","F","Pennsylvania","42",Suppressed,Not Applicable,Not Applicable
,"Not Stated","NS","Female","F","Rhode Island","44",0,Not Applicable,Not Applicable
,"Not Stated","NS","Female","F","South Carolina","45",0,Not Applicable,Not Applicable
,"Not Stated","NS","Female","F","South Dakota","46",0,Not Applicable,Not Applicable
,"Not Stated","NS","Female","F","Tennessee","47",0,Not Applicable,Not Applicable
,"Not Stated","NS","Female","F","Texas","48",Suppressed,Not Applicable,Not Applicable
,"Not Stated","NS","Female","F","Utah","49",0,Not Applicable,Not Applicable
,"Not Stated","NS","Female","F","Vermont","50",0,Not Applicable,Not Applicable
,"Not Stated","NS","Female","F","Virginia","51",0,Not Applicable,Not Applicable
,"Not Stated","NS","Female","F","Washington","53",0,Not Applicable,Not Applicable
,"Not Stated","NS","Female","F","West Virginia","54",0,Not Applicable,Not Applicable
,"Not Stated","NS","Female","F","Wisconsin","55",Suppressed,Not Applicable,Not Applicable
,"Not Stated","NS","Female","F","Wyoming","56",0,Not Applicable,Not Applicable
,"Not Stated","NS","Male","M","Alabama","01",0,Not Applicable,Not Applicable
,"Not Stated","NS","Male","M","Alaska","02",0,Not Applicable,Not Applicable
,"Not Stated","NS","Male","M","Arizona","04",0,Not Applicable,Not Applicable
,"Not Stated","NS","Male","M","Arkansas","05",0,Not Applicable,Not Applicable
,"Not Stated","NS","Male","M","California","06",Suppressed,Not Applicable,Not Applicable
,"Not Stated","NS","Male","M","Colorado","08",0,Not Applicable,Not Applicable
,"Not Stated","NS","Male","M","Connecticut","09",0,Not Applicable,Not Applicable
,"Not Stated","NS","Male","M","Delaware","10",0,Not Applicable,Not Applicable
,"Not Stated","NS","Male","M","District of Columbia","11",0,Not Applicable,Not Applicable
,"Not Stated","NS","Male","M","Florida","12",Suppressed,Not Applicable,Not Applicable
,"Not Stated","NS","Male","M","Georgia","13",0,Not Applicable,Not Applicable
,"Not Stated","NS","Male","M","Hawaii","15",Suppressed,Not Applicable,Not Applicable
,"Not Stated","NS","Male","M","Idaho","16",0,Not Applicable,Not Applicable
,"Not Stated","NS","Male","M","Illinois","17",Suppressed,Not Applicable,Not Applicable
,"Not Stated","NS","Male","M","Indiana","18",Suppressed,Not Applicable,Not Applicable
,"Not Stated","NS","Male","M","Iowa","19",0,Not Applicable,Not Applicable
,"Not Stated","NS","Male","M","Kansas","20",0,Not Applicable,Not Applicable
,"Not Stated","NS","Male","M","Kentucky","21",0,Not Applicable,Not Applicable
,"Not Stated","NS","Male","M","Louisiana","22",0,Not Applicable,Not Applicable
,"Not Stated","NS","Male","M","Maine","23",Suppressed,Not Applicable,Not Applicable
,"Not Stated","NS","Male","M","Maryland","24",12,Not Applicable,Not Applicable
,"Not Stated","NS","Male","M","Massachusetts","25",0,Not Applicable,Not Applicable
,"Not Stated","NS","Male","M","Michigan","26",Suppressed,Not Applicable,Not Applicable
,"Not Stated","NS","Male","M","Minnesota","27",0,Not Applicable,Not Applicable
,"Not Stated","NS","Male","M","Mississippi","28",Suppressed,Not Applicable,Not Applicable
,"Not Stated","NS","Male","M","Missouri","29",Suppressed,Not Applicable,Not Applicable
,"Not Stated","NS","Male","M","Montana","30",0,Not Applicable,Not Applicable
,"Not Stated","NS","Male","M","Nebraska","31",0,Not Applicable,Not Applicable
,"Not Stated","NS","Male","M","Nevada","32",Suppressed,Not Applicable,Not Applicable
,"Not Stated","NS","Male","M","New Hampshire","33",0,Not Applicable,Not Applicable
,"Not Stated","NS","Male","M","New Jersey","34",Suppressed,Not Applicable,Not Applicable
,"Not Stated","NS","Male","M","New Mexico","35",0,Not Applicable,Not Applicable
,"Not Stated","NS","Male","M","New York","36",Suppressed,Not Applicable,Not Applicable
,"Not Stated","NS","Male","M","North Carolina","37",Suppressed,Not Applicable,Not Applicable
,"Not Stated","NS","Male","M","North Dakota","38",0,Not Applicable,Not Applicable
,"Not Stated","NS","Male","M","Ohio","39",0,Not Applicable,Not Applicable
,"Not Stated","NS","Male","M","Oklahoma","40",0,Not Applicable,Not Applicable
,"Not Stated","NS","Male","M","Oregon","41",0,Not Applicable,Not Applicable
,"Not Stated","NS","Male","M","Pennsylvania","42",Suppressed,Not Applicable,Not Applicable
,"Not Stated","NS","Male","M","Rhode Island","44",0,Not Applicable,Not Applicable
,"Not Stated","NS","Male","M","South Carolina","45",Suppressed,Not Applicable,Not Applicable
,"Not Stated","NS","Male","M","South Dakota","46",0,Not Applicable,Not Applicable
,"Not Stated","NS","Male","M","Tennessee","47",0,Not Applicable,Not Applicable
