"Notes","Five-Year Age Groups","Five-Year Age Groups Code","Sex","Sex Code","State","State Code",Deaths,Population,Crude Rate
,"30-34 years","30-34","Male","M","Vermont","50",61,20575,296.5
,"30-34 years","30-34","Male","M","Virginia","51",633,302581,209.2
,"30-34 years","30-34","Male","M","Washington","53",713,325433,219.1
,"30-34 years","30-34","Male","M","West Virginia","54",192,56221,341.5
,"30-34 years","30-34","Male","M","Wisconsin","55",428,190201,225.0
,"30-34 years","30-34","Male","M","Wyoming","56",47,19558,240.3
,"35-39 years","35-39","Female","F","Alabama","01",361,162404,222.3
,"35-39 years","35-39","Female","F","Alaska","02",63,26495,237.8
,"35-39 years","35-39","Female","F","Arizona","04",338,231656,145.9
,"35-39 years","35-39","Female","F","Arkansas","05",183,96999,188.7
,"35-39 years","35-39","Female","F","California","06",1332,1358753,98.0
,"35-39 years","35-39","Female","F","Colorado","08",258,213490,120.8
,"35-39 years","35-39","Female","F","Connecticut","09",135,117956,114.4
,"35-39 years","35-39","Female","F","Delaware","10",51,32829,155.4
,"35-39 years","35-39","Female","F","District of Columbia","11",40,32365,123.6
,"35-39 years","35-39","Female","F","Florida","12",1008,719463,140.1
,"35-39 years","35-39","Female","F","Georgia","13",576,379352,151.8
,"35-39 years","35-39","Female","F","Hawaii","15",63,48050,131.1
,"35-39 years","35-39","Female","F","Idaho","16",76,62993,120.6
,"35-39 years","35-39","Female","F","Illinois","17",498,415983,119.7
,"35-39 years","35-39","Female","F","Indiana","18",349,216343,161.3
,"35-39 years","35-39","Female","F","Iowa","19",106,96618,109.7
,"35-39 years","35-39","Female","F","Kansas","20",109,93301,116.8
,"35-39 years","35-39","Female","F","Kentucky","21",271,138549,195.6
,"35-39 years","35-39","Female","F","Louisiana","22",320,155189,206.2
,"35-39 years","35-39","Female","F","Maine","23",74,44074,167.9
,"35-39 years","35-39","Female","F","Maryland","24",297,218850,135.7
,"35-39 years","35-39","Female","F","Massachusetts","25",260,241164,107.8
,"35-39 years","35-39","Female","F","Michigan","26",461,304081,151.6
,"35-39 years","35-39","Female","F","Minnesota","27",200,192551,103.9
,"35-39 years","35-39","Female","F","Mississippi","28",196,92526,211.8
,"35-39 years","35-39","Female","F","Missouri","29",321,200715,159.9
,"35-39 years","35-39","Female","F","Montana","30",54,35814,150.8
,"35-39 years","35-39","Female","F","Nebraska","31",66,63024,104.7
,"35-39 years","35-39","Female","F","Nevada","32",155,110831,139.9
,"35-39 years","35-39","Female","F","New Hampshire","33",71,44434,159.8
,"35-39 years","35-39","Female","F","New Jersey","34",307,306245,100.2
,"35-39 years","35-39","Female","F","New Mexico","35",173,67694,255.6
,"35-39 years","35-39","Female","F","New York","36",673,655009,102.7
,"35-39 years","35-39","Female","F","North Carolina","37",549,355985,154.2
,"35-39 years","35-39","Female","F","North Dakota","38",33,24581,134.3
,"35-39 years","35-39","Female","F","Ohio","39",641,373631,171.6
,"35-39 years","35-39","Female","F","Oklahoma","40",247,133290,185.3
,"35-39 years","35-39","Female","F","Oregon","41",194,147693,131.4
,"35-39 years","35-39","Female","F","Pennsylvania","42",542,419281,129.3
,"35-39 years","35-39","Female","F","Rhode Island","44",46,35984,127.8
,"35-39 years","35-39","Female","F","South Carolina","45",309,173303,178.3
,"35-39 years","35-39","Female","F","South Dakota","46",49,28304,173.1
,"35-39 years","35-39","Female","F","Tennessee","47",452,232747,194.2
,"35-39 years","35-39","Female","F","Texas","48",1338,1077232,124.2
,"35-39 years","35-39","Female","F","Utah","49",143,111230,128.6
,"35-39 years","35-39","Female","F","Vermont","50",45,20288,221.8
,"35-39 years","35-39","Female","F","Virginia","51",379,299128,126.7
,"35-39 years","35-39","Female","F","Washington","53",349,283363,123.2
,"35-39 years","35-39","Female","F","West Virginia","54",122,49268,247.6
,"35-39 years","35-39","Female","F","Wisconsin","55",266,182739,145.6
,"35-39 years","35-39","Female","F","Wyoming","56",22,18717,117.5
,"35-39 years","35-39","Male","M","Alabama","01",682,153192,445.2
,"35-39 years","35-39","Male","M","Alaska","02",122,29529,413.2
,"35-39 years","35-39","Male","M","Arizona","04",881,247289,356.3
,"35-39 years","35-39","Male","M","Arkansas","05",334,96433,346.4
,"35-39 years","35-39","Male","M","California","06",3402,1442186,235.9
,"35-39 years","35-39","Male","M","Colorado","08",662,235142,281.5
,"35-39 years","35-39","Male","M","Connecticut","09",297,117739,252.3
,"35-39 years","35-39","Male","M","Delaware","10",115,31965,359.8
,"35-39 years","35-39","Male","M","District of Columbia","11",87,30690,283.5
,"35-39 years","35-39","Male","M","Florida","12",2079,735591,282.6
,"35-39 years","35-39","Male","M","Georgia","13",1084,361373,300.0
,"35-39 years","35-39","Male","M","Hawaii","15",102,49812,204.8
,"35-39 years","35-39","Male","M","Idaho","16",152,64864,234.3
,"35-39 years","35-39","Male","M","Illinois","17",1049,423761,247.5
,"35-39 years","35-39","Male","M","Indiana","18",679,217011,312.9
,"35-39 years","35-39","Male","M","Iowa","19",215,101682,211.4
,"35-39 years","35-39","Male","M","Kansas","20",258,96295,267.9
,"35-39 years","35-39","Male","M","Kentucky","21",524,140636,372.6
,"35-39 years","35-39","Male","M","Louisiana","22",646,150606,428.9
,"35-39 years","35-39","Male","M","Maine","23",152,44279,343.3
,"35-39 years","35-39","Male","M","Maryland","24",615,210718,291.9
,"35-39 years","35-39","Male","M","Massachusetts","25",536,238780,224.5
,"35-39 years","35-39","Male","M","Michigan","26",936,310316,301.6
,"35-39 years","35-39","Male","M","Minnesota","27",398,200347,198.7
,"35-39 years","35-39","Male","M","Mississippi","28",378,86606,436.5
,"35-39 years","35-39","Male","M","Missouri","29",647,200469,322.7
,"35-39 years","35-39","Male","M","Montana","30",104,37728,275.7
,"35-39 years","35-39","Male","M","Nebraska","31",128,66624,192.1
,"35-39 years","35-39","Male","M","Nevada","32",390,117463,332.0
,"35-39 years","35-39","Male","M","New Hampshire","33",131,46634,280.9
,"35-39 years","35-39","Male","M","New Jersey","34",641,312852,204.9
,"35-39 years","35-39","Male","M","New Mexico","35",393,71678,548.3
,"35-39 years","35-39","Male","M","New York","36",1484,658207,225.5
,"35-39 years","35-39","Male","M","North Carolina","37",1147,343760,333.7
,"35-39 years","35-39","Male","M","North Dakota","38",65,28491,228.1
,"35-39 years","35-39","Male","M","Ohio","39",1181,376466,313.7
,"35-39 years","35-39","Male","M","Oklahoma","40",477,135449,352.2
,"35-39 years","35-39","Male","M","Oregon","41",472,152808,308.9
,"35-39 years","35-39","Male","M","Pennsylvania","42",1130,428479,263.7
,"35-39 years","35-39","Male","M","Rhode Island","44",92,37584,244.8
,"35-39 years","35-39","Male","M","South Carolina","45",596,165072,361.1
,"35-39 years","35-39","Male","M","South Dakota","46",87,30656,283.8
,"35-39 years","35-39","Male","M","Tennessee","47",962,227437,423.0
,"35-39 years","35-39","Male","M","Texas","48",2610,1110297,235.1
,"35-39 years","35-39","Male","M","Utah","49",280,114868,243.8
,"35-39 years","35-39","Male","M","Vermont","50",68,20344,334.3
,"35-39 years","35-39","Male","M","Virginia","51",756,299785,252.2
,"35-39 years","35-39","Male","M","Washington","53",792,303463,261.0
,"35-39 years","35-39","Male","M","West Virginia","54",237,51823,457.3
,"35-39 years","35-39","Male","M","Wisconsin","55",490,188500,259.9
,"35-39 years","35-39","Male","M","Wyoming","56",67,20301,330.0
,"40-44 years","40-44","Female","F","Alabama","01",464,162391,285.7
,"40-44 years","40-44","Female","F","Alaska","02",81,23438,345.6
,"40-44 years","40-44","Female","F","Arizona","04",461,228004,202.2
,"40-44 years","40-44","Female","F","Arkansas","05",212,96868,218.9
,"40-44 years","40-44","Female","F","California","06",1831,1298587,141.0
,"40-44 years","40-44","Female","F","Colorado","08",330,200178,164.9
,"40-44 years","40-44","Female","F","Connecticut","09",163,115751,140.8
,"40-44 years","40-44","Female","F","Delaware","10",85,31619,268.8
,"40-44 years","40-44","Female","F","District of Columbia","11",44,25631,171.7
,"40-44 years","40-44","Female","F","Florida","12",1318,708769,186.0
,"40-44 years","40-44","Female","F","Georgia","13",783,378982,206.6
,"40-44 years","40-44","Female","F","Hawaii","15",71,46746,151.9
,"40-44 years","40-44","Female","F","Idaho","16",115,63548,181.0
,"40-44 years","40-44","Female","F","Illinois","17",682,415116,164.3
,"40-44 years","40-44","Female","F","Indiana","18",469,217414,215.7
,"40-44 years","40-44","Female","F","Iowa","19",163,100078,162.9
,"40-44 years","40-44","Female","F","Kansas","20",189,92971,203.3
,"40-44 years","40-44","Female","F","Kentucky","21",459,143039,320.9
,"40-44 years","40-44","Female","F","Louisiana","22",420,153128,274.3
,"40-44 years","40-44","Female","F","Maine","23",93,42685,217.9
,"40-44 years","40-44","Female","F","Maryland","24",364,212532,171.3
,"40-44 years","40-44","Female","F","Massachusetts","25",299,223430,133.8
,"40-44 years","40-44","Female","F","Michigan","26",606,304256,199.2
,"40-44 years","40-44","Female","F","Minnesota","27",284,189726,149.7
,"40-44 years","40-44","Female","F","Mississippi","28",295,95567,308.7
,"40-44 years","40-44","Female","F","Missouri","29",431,199011,216.6
,"40-44 years","40-44","Female","F","Montana","30",69,35763,192.9
,"40-44 years","40-44","Female","F","Nebraska","31",87,63366,137.3
,"40-44 years","40-44","Female","F","Nevada","32",226,106453,212.3
,"40-44 years","40-44","Female","F","New Hampshire","33",60,41918,143.1
,"40-44 years","40-44","Female","F","New Jersey","34",425,306979,138.4
,"40-44 years","40-44","Female","F","New Mexico","35",182,65764,276.7
,"40-44 years","40-44","Female","F","New York","36",894,619810,144.2
,"40-44 years","40-44","Female","F","North Carolina","37",776,349162,222.2
,"40-44 years","40-44","Female","F","North Dakota","38",49,23069,212.4
,"40-44 years","40-44","Female","F","Ohio","39",805,367419,219.1
,"40-44 years","40-44","Female","F","Oklahoma","40",334,132209,252.6
,"40-44 years","40-44","Female","F","Oregon","41",254,145983,174.0
,"40-44 years","40-44","Female","F","Pennsylvania","42",761,398374,191.0
,"40-44 years","40-44","Female","F","Rhode Island","44",56,33968,164.9
,"40-44 years","40-44","Female","F","South Carolina","45",432,170895,252.8
,"40-44 years","40-44","Female","F","South Dakota","46",61,27719,220.1
,"40-44 years","40-44","Female","F","Tennessee","47",602,228572,263.4
,"40-44 years","40-44","Female","F","Texas","48",1791,1045826,171.3
,"40-44 years","40-44","Female","F","Utah","49",171,116344,147.0
,"40-44 years","40-44","Female","F","Vermont","50",33,20298,162.6
,"40-44 years","40-44","Female","F","Virginia","51",505,292547,172.6
,"40-44 years","40-44","Female","F","Washington","53",473,265496,178.2
,"40-44 years","40-44","Female","F","West Virginia","54",202,53965,374.3
,"40-44 years","40-44","Female","F","Wisconsin","55",346,185586,186.4
,"40-44 years","40-44","Female","F","Wyoming","56",45,18943,237.6
,"40-44 years","40-44","Male","M","Alabama","01",852,153210,556.1
,"40-44 years","40-44","Male","M","Alaska","02",126,26502,475.4
,"40-44 years","40-44","Male","M","Arizona","04",931,236928,392.9
,"40-44 years","40-44","Male","M","Arkansas","05",479,97266,492.5
,"40-44 years","40-44","Male","M","California","06",3915,1350234,289.9
,"40-44 years","40-44","Male","M","Colorado","08",678,215576,314.5
,"40-44 years","40-44","Male","M","Connecticut","09",341,113158,301.3
,"40-44 years","40-44","Male","M","Delaware","10",123,30304,405.9
,"40-44 years","40-44","Male","M","District of Columbia","11",94,25025,375.6
,"40-44 years","40-44","Male","M","Florida","12",2450,710726,344.7
,"40-44 years","40-44","Male","M","Georgia","13",1324,355321,372.6
,"40-44 years","40-44","Male","M","Hawaii","15",153,48021,318.6
,"40-44 years","40-44","Male","M","Idaho","16",195,65963,295.6
,"40-44 years","40-44","Male","M","Illinois","17",1314,419697,313.1
,"40-44 years","40-44","Male","M","Indiana","18",838,219387,382.0
,"40-44 years","40-44","Male","M","Iowa","19",277,106096,261.1
,"40-44 years","40-44","Male","M","Kansas","20",290,96912,299.2
,"40-44 years","40-44","Male","M","Kentucky","21",731,143776,508.4
,"40-44 years","40-44","Male","M","Louisiana","22",825,148619,555.1
,"40-44 years","40-44","Male","M","Maine","23",184,42067,437.4
,"40-44 years","40-44","Male","M","Maryland","24",689,205492,335.3
,"40-44 years","40-44","Male","M","Massachusetts","25",616,220287,279.6
,"40-44 years","40-44","Male","M","Michigan","26",1085,305754,354.9
,"40-44 years","40-44","Male","M","Minnesota","27",472,198852,237.4
,"40-44 years","40-44","Male","M","Mississippi","28",474,90068,526.3
,"40-44 years","40-44","Male","M","Missouri","29",838,199031,421.0
,"40-44 years","40-44","Male","M","Montana","30",118,38025,310.3
,"40-44 years","40-44","Male","M","Nebraska","31",171,66621,256.7
,"40-44 years","40-44","Male","M","Nevada","32",422,111377,378.9
,"40-44 years","40-44","Male","M","New Hampshire","33",131,43650,300.1
,"40-44 years","40-44","Male","M","New Jersey","34",829,307576,269.5
,"40-44 years","40-44","Male","M","New Mexico","35",443,67993,651.5
,"40-44 years","40-44","Male","M","New York","36",1827,612588,298.2
,"40-44 years","40-44","Male","M","North Carolina","37",1398,335221,417.0
,"40-44 years","40-44","Male","M","North Dakota","38",68,26467,256.9
,"40-44 years","40-44","Male","M","Ohio","39",1417,367127,386.0
,"40-44 years","40-44","Male","M","Oklahoma","40",588,134624,436.8
,"40-44 years","40-44","Male","M","Oregon","41",558,149950,372.1
,"40-44 years","40-44","Male","M","Pennsylvania","42",1318,403022,327.0
,"40-44 years","40-44","Male","M","Rhode Island","44",102,34469,295.9
,"40-44 years","40-44","Male","M","South Carolina","45",719,162221,443.2
,"40-44 years","40-44","Male","M","South Dakota","46",101,30206,334.4
,"40-44 years","40-44","Male","M","Tennessee","47",1189,223398,532.2
,"40-44 years","40-44","Male","M","Texas","48",3171,1074581,295.1
,"40-44 years","40-44","Male","M","Utah","49",333,122397,272.1
,"40-44 years","40-44","Male","M","Vermont","50",74,19887,372.1
,"40-44 years","40-44","Male","M","Virginia","51",857,294107,291.4
,"40-44 years","40-44","Male","M","Washington","53",944,280333,336.7
,"40-44 years","40-44","Male","M","West Virginia","54",331,55150,600.2
,"40-44 years","40-44","Male","M","Wisconsin","55",529,192492,274.8
,"40-44 years","40-44","Male","M","Wyoming","56",70,20402,343.1
,"45-49 years","45-49","Female","F","Alabama","01",593,153501,386.3
,"45-49 years","45-49","Female","F","Alaska","02",76,19169,396.5
,"45-49 years","45-49","Female","F","Arizona","04",524,210611,248.8
,"45-49 years","45-49","Female","F","Arkansas","05",314,89390,351.3
,"45-49 years","45-49","Female","F","California","06",2267,1192995,190.0
,"45-49 years","45-49","Female","F","Colorado","08",365,173589,210.3
,"45-49 years","45-49","Female","F","Connecticut","09",199,107171,185.7
,"45-49 years","45-49","Female","F","Delaware","10",79,28481,277.4
,"45-49 years","45-49","Female","F","District of Columbia","11",52,18954,274.3
,"45-49 years","45-49","Female","F","Florida","12",1622,672075,241.3
,"45-49 years","45-49","Female","F","Georgia","13",968,352780,274.4
,"45-49 years","45-49","Female","F","Hawaii","15",89,41499,214.5
,"45-49 years","45-49","Female","F","Idaho","16",109,55891,195.0
,"45-49 years","45-49","Female","F","Illinois","17",808,380916,212.1
,"45-49 years","45-49","Female","F","Indiana","18",582,199698,291.4
,"45-49 years","45-49","Female","F","Iowa","19",215,87413,246.0
,"45-49 years","45-49","Female","F","Kansas","20",200,80926,247.1
,"45-49 years","45-49","Female","F","Kentucky","21",509,134653,378.0
,"45-49 years","45-49","Female","F","Louisiana","22",483,131991,365.9
,"45-49 years","45-49","Female","F","Maine","23",107,39326,272.1
,"45-49 years","45-49","Female","F","Maryland","24",413,189903,217.5
,"45-49 years","45-49","Female","F","Massachusetts","25",363,205317,176.8
,"45-49 years","45-49","Female","F","Michigan","26",727,284267,255.7
,"45-49 years","45-49","Female","F","Minnesota","27",332,160023,207.5
,"45-49 years","45-49","Female","F","Mississippi","28",380,88769,428.1
,"45-49 years","45-49","Female","F","Missouri","29",506,176497,286.7
,"45-49 years","45-49","Female","F","Montana","30",94,30801,305.2
,"45-49 years","45-49","Female","F","Nebraska","31",118,54229,217.6
,"45-49 years","45-49","Female","F","Nevada","32",260,96759,268.7
,"45-49 years","45-49","Female","F","New Hampshire","33",71,38760,183.2
,"45-49 years","45-49","Female","F","New Jersey","34",481,289859,165.9
,"45-49 years","45-49","Female","F","New Mexico","35",220,58530,375.9
,"45-49 years","45-49","Female","F","New York","36",1183,578576,204.5
,"45-49 years","45-49","Female","F","North Carolina","37",909,332869,273.1
,"45-49 years","45-49","Female","F","North Dakota","38",44,18987,231.7
,"45-49 years","45-49","Female","F","Ohio","39",1026,335605,305.7
,"45-49 years","45-49","Female","F","Oklahoma","40",429,114526,374.6
,"45-49 years","45-49","Female","F","Oregon","41",283,129169,219.1
,"45-49 years","45-49","Female","F","Pennsylvania","42",882,362315,243.4
,"45-49 years","45-49","Female","F","Rhode Island","44",64,30531,209.6
,"45-49 years","45-49","Female","F","South Carolina","45",524,158321,331.0
,"45-49 years","45-49","Female","F","South Dakota","46",69,23639,291.9
,"45-49 years","45-49","Female","F","Tennessee","47",829,213822,387.7
,"45-49 years","45-49","Female","F","Texas","48",2136,941456,226.9
,"45-49 years","45-49","Female","F","Utah","49",209,101364,206.2
,"45-49 years","45-49","Female","F","Vermont","50",31,18043,171.8
,"45-49 years","45-49","Female","F","Virginia","51",596,264196,225.6
,"45-49 years","45-49","Female","F","Washington","53",493,228331,215.9
,"45-49 years","45-49","Female","F","West Virginia","54",233,53005,439.6
,"45-49 years","45-49","Female","F","Wisconsin","55",365,165110,221.1
,"45-49 years","45-49","Female","F","Wyoming","56",45,16047,280.4
,"45-49 years","45-49","Male","M","Alabama","01",1018,143825,707.8
,"45-49 years","45-49","Male","M","Alaska","02",111,21978,505.1
,"45-49 years","45-49","Male","M","Arizona","04",950,212106,447.9
,"45-49 years","45-49","Male","M","Arkansas","05",538,88622,607.1
,"45-49 years","45-49","Male","M","California","06",4248,1206840,352.0
,"45-49 years","45-49","Male","M","Colorado","08",704,184798,381.0
,"45-49 years","45-49","Male","M","Connecticut","09",377,103374,364.7
,"45-49 years","45-49","Male","M","Delaware","10",132,26367,500.6
,"45-49 years","45-49","Male","M","District of Columbia","11",98,18354,533.9
,"45-49 years","45-49","Male","M","Florida","12",2733,660137,414.0
,"45-49 years","45-49","Male","M","Georgia","13",1576,328814,479.3
,"45-49 years","45-49","Male","M","Hawaii","15",168,41885,401.1
,"45-49 years","45-49","Male","M","Idaho","16",210,58693,357.8
,"45-49 years","45-49","Male","M","Illinois","17",1539,382908,401.9
,"45-49 years","45-49","Male","M","Indiana","18",997,200739,496.7
,"45-49 years","45-49","Male","M","Iowa","19",364,92075,395.3
,"45-49 years","45-49","Male","M","Kansas","20",374,84177,444.3
,"45-49 years","45-49","Male","M","Kentucky","21",890,135579,656.4
,"45-49 years","45-49","Male","M","Louisiana","22",855,128001,668.0
,"45-49 years","45-49","Male","M","Maine","23",187,38648,483.9
,"45-49 years","45-49","Male","M","Maryland","24",755,181299,416.4
,"45-49 years","45-49","Male","M","Massachusetts","25",666,199559,333.7
,"45-49 years","45-49","Male","M","Michigan","26",1271,281310,451.8
,"45-49 years","45-49","Male","M","Minnesota","27",548,167888,326.4
,"45-49 years","45-49","Male","M","Mississippi","28",556,82440,674.4
,"45-49 years","45-49","Male","M","Missouri","29",899,175688,511.7
,"45-49 years","45-49","Male","M","Montana","30",121,32510,372.2
,"45-49 years","45-49","Male","M","Nebraska","31",201,56821,353.7
,"45-49 years","45-49","Male","M","Nevada","32",452,97942,461.5
,"45-49 years","45-49","Male","M","New Hampshire","33",163,38831,419.8
,"45-49 years","45-49","Male","M","New Jersey","34",935,286906,325.9
,"45-49 years","45-49","Male","M","New Mexico","35",442,58526,755.2
,"45-49 years","45-49","Male","M","New York","36",1988,559194,355.5
,"45-49 years","45-49","Male","M","North Carolina","37",1576,317405,496.5
,"45-49 years","45-49","Male","M","North Dakota","38",105,21143,496.6
,"45-49 years","45-49","Male","M","Ohio","39",1686,334061,504.7
,"45-49 years","45-49","Male","M","Oklahoma","40",671,116258,577.2
,"45-49 years","45-49","Male","M","Oregon","41",553,133701,413.6
,"45-49 years","45-49","Male","M","Pennsylvania","42",1520,361822,420.1
,"45-49 years","45-49","Male","M","Rhode Island","44",101,29955,337.2
,"45-49 years","45-49","Male","M","South Carolina","45",826,149076,554.1
,"45-49 years","45-49","Male","M","South Dakota","46",121,25484,474.8
,"45-49 years","45-49","Male","M","Tennessee","47",1353,208375,649.3
,"45-49 years","45-49","Male","M","Texas","48",3707,947839,391.1
,"45-49 years","45-49","Male","M","Utah","49",351,106754,328.8
,"45-49 years","45-49","Male","M","Vermont","50",74,18247,405.5
,"45-49 years","45-49","Male","M","Virginia","51",1022,261155,391.3
,"45-49 years","45-49","Male","M","Washington","53",950,235956,402.6
,"45-49 years","45-49","Male","M","West Virginia","54",413,54096,763.5
,"45-49 years","45-49","Male","M","Wisconsin","55",636,170648,372.7
,"45-49 years","45-49","Male","M","Wyoming","56",64,17546,364.8
,"50-54 years","50-54","Female","F","Alabama","01",891,164445,541.8
,"50-54 years","50-54","Female","F","Alaska","02",76,19576,388.2
,"50-54 years","50-54","Female","F","Arizona","04",815,218820,372.5
,"50-54 years","50-54","Female","F","Arkansas","05",505,92685,544.9
,"50-54 years","50-54","Female","F","California","06",3341,1219745,273.9
,"50-54 years","50-54","Female","F","Colorado","08",550,172807,318.3
,"50-54 years","50-54","Female","F","Connecticut","09",326,119519,272.8
,"50-54 years","50-54","Female","F","Delaware","10",130,31587,411.6
,"50-54 years","50-54","Female","F","District of Columbia","11",92,17068,539.0
,"50-54 years","50-54","Female","F","Florida","12",2431,722640,336.4
,"50-54 years","50-54","Female","F","Georgia","13",1540,369425,416.9
,"50-54 years","50-54","Female","F","Hawaii","15",129,42456,303.8
,"50-54 years","50-54","Female","F","Idaho","16",171,53942,317.0
,"50-54 years","50-54","Female","F","Illinois","17",1270,394935,321.6
,"50-54 years","50-54","Female","F","Indiana","18",890,207606,428.7
,"50-54 years","50-54","Female","F","Iowa","19",322,89375,360.3
,"50-54 years","50-54","Female","F","Kansas","20",315,81081,388.5
,"50-54 years","50-54","Female","F","Kentucky","21",829,141770,584.7
,"50-54 years","50-54","Female","F","Louisiana","22",670,134899,496.7
,"50-54 years","50-54","Female","F","Maine","23",172,44864,383.4
,"50-54 years","50-54","Female","F","Maryland","24",629,203871,308.5
,"50-54 years","50-54","Female","F","Massachusetts","25",645,225896,285.5
,"50-54 years","50-54","Female","F","Michigan","26",1161,314889,368.7
,"50-54 years","50-54","Female","F","Minnesota","27",485,163586,296.5
,"50-54 years","50-54","Female","F","Mississippi","28",521,93041,560.0
,"50-54 years","50-54","Female","F","Missouri","29",802,184622,434.4
,"50-54 years","50-54","Female","F","Montana","30",108,30552,353.5
,"50-54 years","50-54","Female","F","Nebraska","31",170,53345,318.7
,"50-54 years","50-54","Female","F","Nevada","32",377,100411,375.5
,"50-54 years","50-54","Female","F","New Hampshire","33",142,45936,309.1
,"50-54 years","50-54","Female","F","New Jersey","34",821,308848,265.8
,"50-54 years","50-54","Female","F","New Mexico","35",276,60025,459.8
,"50-54 years","50-54","Female","F","New York","36",1791,623302,287.3
,"50-54 years","50-54","Female","F","North Carolina","37",1515,358146,423.0
,"50-54 years","50-54","Female","F","North Dakota","38",74,18591,398.0
,"50-54 years","50-54","Female","F","Ohio","39",1512,364208,415.1
,"50-54 years","50-54","Female","F","Oklahoma","40",564,115543,488.1
,"50-54 years","50-54","Female","F","Oregon","41",527,127803,412.4
,"50-54 years","50-54","Female","F","Pennsylvania","42",1411,399488,353.2
,"50-54 years","50-54","Female","F","Rhode Island","44",109,34538,315.6
,"50-54 years","50-54","Female","F","South Carolina","45",793,171319,462.9
,"50-54 years","50-54","Female","F","South Dakota","46",114,23580,483.5
,"50-54 years","50-54","Female","F","Tennessee","47",1180,229811,513.5
,"50-54 years","50-54","Female","F","Texas","48",3225,925681,348.4
,"50-54 years","50-54","Female","F","Utah","49",241,86274,279.3
,"50-54 years","50-54","Female","F","Vermont","50",56,19959,280.6
,"50-54 years","50-54","Female","F","Virginia","51",935,276944,337.6
,"50-54 years","50-54","Female","F","Washington","53",742,230296,322.2
,"50-54 years","50-54","Female","F","West Virginia","54",362,56748,637.9
,"50-54 years","50-54","Female","F","Wisconsin","55",594,173798,341.8
,"50-54 years","50-54","Female","F","Wyoming","56",70,15721,445.3
,"50-54 years","50-54","Male","M","Alabama","01",1313,157192,835.3
,"50-54 years","50-54","Male","M","Alaska","02",148,22149,668.2
,"50-54 years","50-54","Male","M","Arizona","04",1410,217371,648.7
,"50-54 years","50-54","Male","M","Arkansas","05",824,91139,904.1
,"50-54 years","50-54","Male","M","California","06",5955,1227768,485.0
,"50-54 years","50-54","Male","M","Colorado","08",967,183073,528.2
,"50-54 years","50-54","Male","M","Connecticut","09",569,114010,499.1
,"50-54 years","50-54","Male","M","Delaware","10",200,29368,681.0
,"50-54 years","50-54","Male","M","District of Columbia","11",104,17614,590.4
,"50-54 years","50-54","Male","M","Florida","12",4088,706929,578.3
,"50-54 years","50-54","Male","M","Georgia","13",2292,352893,649.5
,"50-54 years","50-54","Male","M","Hawaii","15",238,43146,551.6
,"50-54 years","50-54","Male","M","Idaho","16",238,56252,423.1
,"50-54 years","50-54","Male","M","Illinois","17",2313,394072,586.9
,"50-54 years","50-54","Male","M","Indiana","18",1488,210653,706.4
,"50-54 years","50-54","Male","M","Iowa","19",534,92927,574.6
,"50-54 years","50-54","Male","M","Kansas","20",500,83331,600.0
,"50-54 years","50-54","Male","M","Kentucky","21",1247,142180,877.1
,"50-54 years","50-54","Male","M","Louisiana","22",1122,129450,866.7
,"50-54 years","50-54","Male","M","Maine","23",282,43947,641.7
,"50-54 years","50-54","Male","M","Maryland","24",1082,192047,563.4
,"50-54 years","50-54","Male","M","Massachusetts","25",1065,216166,492.7
,"50-54 years","50-54","Male","M","Michigan","26",1866,312869,596.4
,"50-54 years","50-54","Male","M","Minnesota","27",822,170340,482.6
,"50-54 years","50-54","Male","M","Mississippi","28",837,87081,961.2
,"50-54 years","50-54","Male","M","Missouri","29",1259,183048,687.8
,"50-54 years","50-54","Male","M","Montana","30",198,32220,614.5
,"50-54 years","50-54","Male","M","Nebraska","31",294,56207,523.1
,"50-54 years","50-54","Male","M","Nevada","32",717,103856,690.4
,"50-54 years","50-54","Male","M","New Hampshire","33",252,46062,547.1
,"50-54 years","50-54","Male","M","New Jersey","34",1431,301495,474.6
,"50-54 years","50-54","Male","M","New Mexico","35",531,58503,907.6
,"50-54 years","50-54","Male","M","New York","36",3063,601101,509.6
,"50-54 years","50-54","Male","M","North Carolina","37",2337,344826,677.7
,"50-54 years","50-54","Male","M","North Dakota","38",134,20416,656.3
,"50-54 years","50-54","Male","M","Ohio","39",2536,363310,698.0
,"50-54 years","50-54","Male","M","Oklahoma","40",947,116784,810.9
,"50-54 years","50-54","Male","M","Oregon","41",817,132626,616.0
,"50-54 years","50-54","Male","M","Pennsylvania","42",2344,399455,586.8
,"50-54 years","50-54","Male","M","Rhode Island","44",171,33137,516.0
,"50-54 years","50-54","Male","M","South Carolina","45",1283,162561,789.2
,"50-54 years","50-54","Male","M","South Dakota","46",142,24972,568.6
,"50-54 years","50-54","Male","M","Tennessee","47",1909,224653,849.8
,"50-54 years","50-54","Male","M","Texas","48",5232,924384,566.0
,"50-54 years","50-54","Male","M","Utah","49",413,90528,456.2
,"50-54 years","50-54","Male","M","Vermont","50",130,20118,646.2
,"50-54 years","50-54","Male","M","Virginia","51",1433,272959,525.0
,"50-54 years","50-54","Male","M","Washington","53",1352,238824,566.1
,"50-54 years","50-54","Male","M","West Virginia","54",552,58410,945.0
,"50-54 years","50-54","Male","M","Wisconsin","55",989,179206,551.9
,"50-54 years","50-54","Male","M","Wyoming","56",115,17126,671.5
