GEOID,AGE_GROUP,SEX,MORTALITY_RATE_100K
39,85+,MALE,17705.0
40,85+,FEMALE,15107.6
40,85+,MALE,16634.0
41,85+,FEMALE,15456.4
41,85+,MALE,16900.5
42,85+,FEMALE,14416.4
42,85+,MALE,16989.8
44,85+,FEMALE,13992.7
44,85+,MALE,16936.6
45,85+,FEMALE,14901.5
45,85+,MALE,16675.3
46,85+,FEMALE,12753.5
46,85+,MALE,17523.1
47,85+,FEMALE,15742.5
47,85+,MALE,16906.1
48,85+,FEMALE,14022.6
48,85+,MALE,15575.6
49,85+,FEMALE,16612.7
49,85+,MALE,17550.8
50,85+,FEMALE,15519.1
50,85+,MALE,17326.3
51,85+,FEMALE,14159.5
51,85+,MALE,16054.3
53,85+,FEMALE,14002.8
53,85+,MALE,16222.2
54,85+,FEMALE,15494.8
54,85+,MALE,16469.8
55,85+,FEMALE,15500.9
55,85+,MALE,18059.6
56,85+,FEMALE,14614.5
56,85+,MALE,14526.2
