ORIGIN_FIPS,DESTINATION_FIPS,AGE_GROUP,SEX,MIGRATION_RATE
02,01,5-9,MALE,0.0001944413328764775
02,04,0-4,FEMALE,0.0006374308160097161
02,04,0-4,MALE,0.0007273718335270838
02,04,20-24,FEMALE,0.002611435020808241
02,04,20-24,MALE,0.002979906574195458
02,04,25-29,FEMALE,0.0026711233766943815
02,04,25-29,MALE,0.0030480169130286177
02,04,35-39,FEMALE,0.001763875673642944
02,04,35-39,MALE,0.002012757228906756
02,04,45-49,FEMALE,0.0012989843093564625
02,04,45-49,MALE,0.001482270036353437
02,04,5-9,FEMALE,0.0013023117099752349
02,04,5-9,MALE,0.0014860669307428646
02,04,55-59,FEMALE,0.0012696992733712974
02,04,55-59,MALE,0.0014488529034122025
02,04,60-64,FEMALE,0.001810092958491941
02,04,60-64,MALE,0.002065495738525259
02,04,65-69,FEMALE,0.0011942008205844264
02,04,65-69,MALE,0.0013627016746783735
02,04,75-79,FEMALE,0.0003838239762463287
02,04,75-79,MALE,0.0004379812559135712
02,06,0-4,FEMALE,0.002399739667614293
02,06,0-4,MALE,0.0028956946125887066
02,06,20-24,FEMALE,0.003133955567858401
02,06,20-24,MALE,0.0037816511417514986
02,06,25-29,FEMALE,0.0033895183326241164
02,06,25-29,MALE,0.004090031142756383
02,06,35-39,FEMALE,0.0033734602427263677
02,06,35-39,MALE,0.004070654322415032
02,06,45-49,FEMALE,0.0015169634758850862
02,06,45-49,MALE,0.0018304747902014135
02,06,5-9,FEMALE,0.002107161075589914
02,06,5-9,MALE,0.0025426487117697866
02,06,55-59,FEMALE,0.0017687572883313691
02,06,55-59,MALE,0.0021343069083364307
02,06,60-64,FEMALE,0.001156049634918358
02,06,60-64,MALE,0.001394970773244842
02,06,65-69,FEMALE,0.001644961798168877
02,06,65-69,MALE,0.001984926565641723
02,06,75-79,FEMALE,0.003600047185249197
02,06,75-79,MALE,0.0043440700589639026
02,08,0-4,FEMALE,0.000376544100945774
02,08,0-4,MALE,0.0005697190693997259
02,08,20-24,FEMALE,0.0009042918794500772
02,08,20-24,MALE,0.0013682124530221224
02,08,25-29,FEMALE,0.0008294657092547911
02,08,25-29,MALE,0.0012549988986381086
02,08,35-39,FEMALE,0.0007296958333861005
02,08,35-39,MALE,0.001104044997909699
02,08,45-49,FEMALE,0.00018577379138180638
02,08,45-49,MALE,0.00028107961664799357
02,08,5-9,FEMALE,0.000503805861560028
02,08,5-9,MALE,0.0007622687644957717
02,08,60-64,FEMALE,0.00011712935473112206
02,08,60-64,MALE,0.00017721915390307792
02,08,65-69,FEMALE,0.0006268290943234917
02,08,65-69,MALE,0.0009484054786509081
02,09,0-4,FEMALE,0.000368496715374945
02,09,0-4,MALE,0.000450384874347155
02,09,20-24,FEMALE,0.00119919563155998
02,09,20-24,MALE,0.0014656835496844201
02,09,25-29,FEMALE,0.000484769395154925
02,09,25-29,MALE,0.000592495927411575
02,09,35-39,FEMALE,0.00039785626964718
02,09,35-39,MALE,0.00048626877401322004
02,09,45-49,FEMALE,0.00085821562667619
02,09,45-49,MALE,0.00104893021038201
02,09,5-9,FEMALE,0.000389996201776095
02,09,5-9,MALE,0.00047666202439300507
02,10,0-4,FEMALE,0.00016637594203878093
02,10,0-4,MALE,0.0002703609058130191
02,10,20-24,FEMALE,5.605354982457141e-05
02,10,20-24,MALE,9.108701846492856e-05
02,10,35-39,FEMALE,0.00038670725013718085
02,10,35-39,MALE,0.0006283992814729191
02,10,45-49,FEMALE,0.00012487264409306664
02,10,45-49,MALE,0.00020291804665123332
02,10,5-9,FEMALE,7.751477302380952e-05
02,10,5-9,MALE,0.00012596150616369048
02,10,55-59,FEMALE,2.219226266762093e-05
02,10,55-59,MALE,3.606242683488402e-05
02,11,20-24,FEMALE,0.0007746540313125276
02,11,20-24,MALE,0.0009583348840979724
02,11,25-29,FEMALE,0.0004972024843091728
02,11,25-29,MALE,0.0006150958568773272
02,11,35-39,FEMALE,0.00026347197921677053
02,11,35-39,MALE,0.00032594471655682955
02,11,45-49,FEMALE,0.0003241287363721452
02,11,45-49,MALE,0.00040098400375935487
02,11,5-9,FEMALE,9.43235320486742e-05
02,11,5-9,MALE,0.00011668890562722582
02,11,60-64,FEMALE,0.00033990244449426225
02,11,60-64,MALE,0.00042049786947743784
02,12,0-4,FEMALE,0.002814205587697876
02,12,0-4,MALE,0.002517623429826124
02,12,20-24,FEMALE,0.004538948664266144
02,12,20-24,MALE,0.004060600104657756
02,12,25-29,FEMALE,0.0036704361883025333
02,12,25-29,MALE,0.003283618007777266
02,12,35-39,FEMALE,0.0025291395965782856
02,12,35-39,MALE,0.0022625998375816136
02,12,45-49,FEMALE,0.002883533306789341
02,12,45-49,MALE,0.002579644872283659
02,12,5-9,FEMALE,0.0031145219246855294
02,12,5-9,MALE,0.0027862901717531697
02,12,55-59,FEMALE,0.00201908903537855
02,12,55-59,MALE,0.0018063022419525497
02,12,60-64,FEMALE,0.0017478089917779146
02,12,60-64,MALE,0.001563611730357085
02,12,65-69,FEMALE,0.0012049686597958654
02,12,65-69,MALE,0.001077979996688834
02,12,75-79,FEMALE,0.002072404159080156
02,12,75-79,MALE,0.0018539986167952435
02,13,0-4,FEMALE,3.9994216836245476e-05
02,13,0-4,MALE,5.099262646621299e-05
02,13,20-24,FEMALE,0.000337758569455912
02,13,20-24,MALE,0.0004306421760562879
02,13,25-29,FEMALE,0.0003657293152642197
02,13,25-29,MALE,0.00046630487696188024
02,13,35-39,FEMALE,0.00042221138972795593
02,13,35-39,MALE,0.000538319521903144
02,13,45-49,FEMALE,0.00011788676190606591
02,13,45-49,MALE,0.00015030562143023406
02,13,5-9,FEMALE,0.0002120062168172747
02,13,5-9,MALE,0.00027030792644202527
02,15,0-4,FEMALE,0.000457655318368057
02,15,0-4,MALE,0.000797963119205843
02,15,20-24,FEMALE,0.0007865832248750747
02,15,20-24,MALE,0.001371478443371925
02,15,25-29,FEMALE,0.0009034098750221271
02,15,25-29,MALE,0.0015751761923462728
02,15,35-39,FEMALE,0.0003421432325415
02,15,35-39,MALE,0.000596557431098
02,15,45-49,FEMALE,2.1722747559950605e-05
02,15,45-49,MALE,3.7875559848119e-05
02,15,5-9,FEMALE,0.00021150545739015978
02,15,5-9,MALE,0.0003687787462187401
02,15,55-59,FEMALE,0.00027602922969876165
02,15,55-59,MALE,0.00048128173383373826
02,15,60-64,FEMALE,1.7880984169368683e-05
02,15,60-64,MALE,3.11771006030018e-05
02,15,65-69,FEMALE,5.824719469347757e-05
02,15,65-69,MALE,0.00010155921126042241
02,16,0-4,FEMALE,2.3077318086334913e-05
02,16,0-4,MALE,3.151478789514017e-05
02,16,20-24,FEMALE,4.146643104987616e-05
02,16,20-24,MALE,5.662728114317229e-05
02,16,25-29,FEMALE,0.0006516069747835285
02,16,25-29,MALE,0.0008898458444985717
02,16,35-39,FEMALE,6.459697742452088e-05
02,16,35-39,MALE,8.821475851677912e-05
02,16,45-49,FEMALE,0.0009321614488256709
02,16,45-49,MALE,0.001272975925272829
02,16,5-9,FEMALE,0.0009493399895646745
02,16,5-9,MALE,0.0012964352399866257
02,16,55-59,FEMALE,0.0011656105494929731
02,16,55-59,MALE,0.001591778086958927
02,16,65-69,FEMALE,0.00031846783254071515
02,16,65-69,MALE,0.00043490522409918487
02,16,75-79,FEMALE,0.0011772852959061927
02,16,75-79,MALE,0.0016077213241915077
02,17,0-4,FEMALE,0.00014733248136724225
02,17,0-4,MALE,0.00027120699782405767
02,17,20-24,FEMALE,0.0014733026114500869
02,17,20-24,MALE,0.0027120291087866124
02,17,25-29,FEMALE,0.0015600199746766564
02,17,25-29,MALE,0.002871656880759543
02,17,35-39,FEMALE,0.00027280297121480746
02,17,35-39,MALE,0.0005021708324875925
02,17,45-49,FEMALE,4.195908368157699e-05
02,17,45-49,MALE,7.7237531134523e-05
02,17,5-9,FEMALE,0.0002785488668436169
