GEOID,AGE_GROUP,SEX,2029,2034,2039,2044,2049,2054,2059,2064,2069,2074,2079,2084,2089,2094
05,30-34,FEMALE,98834.0,99913.0,104361.0,99046.0,97023.0,89520.0,86815.0,84905.0,83531.0,81775.0,78798.0,75581.0,72856.0,71034.0
05,35-39,FEMALE,103555.0,97751.0,98869.0,103260.0,98112.0,96135.0,88806.0,86223.0,84395.0,83088.0,81400.0,78504.0,75365.0,72709.0
05,40-44,FEMALE,99065.0,102549.0,96891.0,98056.0,102432.0,97412.0,95489.0,88294.0,85805.0,84047.0,82797.0,81166.0,78334.0,75255.0
05,45-49,FEMALE,98823.0,97867.0,101419.0,95922.0,97146.0,101518.0,96641.0,94785.0,87737.0,85352.0,83671.0,82486.0,80918.0,78155.0
05,5-9,FEMALE,88474.0,85270.0,83053.0,81425.0,79425.0,76212.0,72792.0,69874.0,67841.0,66393.0,64951.0,63129.0,61016.0,58999.0
05,50-54,FEMALE,90272.0,97221.0,96410.0,100028.0,94707.0,95997.0,100380.0,95649.0,93877.0,86983.0,84700.0,83098.0,81979.0,80477.0
05,55-59,FEMALE,92417.0,88075.0,95020.0,94378.0,98069.0,92979.0,94354.0,98751.0,94209.0,92552.0,85859.0,83704.0,82203.0,81170.0
05,60-64,FEMALE,89564.0,89475.0,85489.0,92472.0,92058.0,95863.0,91076.0,92592.0,97036.0,92744.0,91243.0,84794.0,82808.0,81445.0
05,65-69,FEMALE,96166.0,84984.0,85206.0,81675.0,88633.0,88496.0,92411.0,88029.0,89706.0,94190.0,90223.0,88934.0,82822.0,81049.0
05,70-74,FEMALE,87983.0,89670.0,79594.0,80150.0,77118.0,83993.0,84145.0,88151.0,84226.0,86066.0,90577.0,86980.0,85936.0,80217.0
05,75-79,FEMALE,71642.0,78987.0,80998.0,72357.0,73342.0,70954.0,77685.0,78196.0,82301.0,78981.0,81032.0,85568.0,82459.0,81747.0
05,80-84,FEMALE,50624.0,59406.0,66195.0,68522.0,61819.0,63306.0,61775.0,68187.0,69142.0,73295.0,70819.0,73120.0,77620.0,75211.0
05,85+,FEMALE,40406.0,51435.0,62797.0,72497.0,77842.0,74035.0,74467.0,74761.0,82861.0,88743.0,95711.0,96388.0,99268.0,106054.0
05,0-4,MALE,89760.0,87307.0,85493.0,83298.0,79842.0,76184.0,73059.0,70867.0,69293.0,67731.0,65777.0,63525.0,61380.0,59640.0
05,10-14,MALE,101281.0,93027.0,89750.0,87467.0,85795.0,83727.0,80381.0,76813.0,73771.0,71660.0,70162.0,68667.0,66769.0,64563.0
05,15-19,MALE,104112.0,101275.0,93082.0,89868.0,87622.0,85978.0,83937.0,80617.0,77072.0,74052.0,71963.0,70485.0,69008.0,67126.0
05,20-24,MALE,111516.0,106274.0,103457.0,95324.0,92313.0,90177.0,88630.0,86675.0,83415.0,79910.0,76932.0,74906.0,73496.0,72080.0
05,25-29,MALE,107201.0,110797.0,105711.0,102964.0,95023.0,92195.0,90175.0,88723.0,86861.0,83698.0,80280.0,77383.0,75436.0,74098.0
05,30-34,MALE,102116.0,105851.0,109457.0,104542.0,101886.0,94164.0,91495.0,89579.0,88211.0,86435.0,83373.0,80052.0,77241.0,75368.0
05,35-39,MALE,104430.0,100778.0,104507.0,108131.0,103406.0,100850.0,93369.0,90869.0,89065.0,87789.0,86106.0,83152.0,79936.0,77217.0
05,40-44,MALE,99568.0,103069.0,99594.0,103347.0,107005.0,102440.0,99988.0,92703.0,90337.0,88633.0,87439.0,85838.0,82974.0,79843.0
05,45-49,MALE,99530.0,97966.0,101585.0,98308.0,102103.0,105812.0,101428.0,99099.0,92026.0,89807.0,88213.0,87112.0,85601.0,82835.0
05,5-9,MALE,92983.0,89642.0,87324.0,85624.0,83531.0,80161.0,76572.0,73509.0,71377.0,69859.0,68347.0,66434.0,64215.0,62097.0
05,50-54,MALE,90612.0,97371.0,96038.0,99764.0,96691.0,100536.0,104303.0,100110.0,97919.0,91064.0,88987.0,87505.0,86498.0,85080.0
05,55-59,MALE,90308.0,87487.0,94265.0,93211.0,97051.0,94254.0,98161.0,101996.0,98062.0,96064.0,89504.0,87612.0,86279.0,85398.0
05,60-64,MALE,86214.0,85779.0,83416.0,90242.0,89567.0,93573.0,91166.0,95193.0,99144.0,95573.0,93847.0,87683.0,86048.0,84927.0
05,65-69,MALE,87721.0,79050.0,79141.0,77361.0,84129.0,83912.0,88063.0,86160.0,90294.0,94348.0,91263.0,89906.0,84287.0,82980.0
05,70-74,MALE,76180.0,78378.0,71149.0,71753.0,70575.0,77216.0,77456.0,81721.0,80353.0,84580.0,88733.0,86180.0,85225.0,80207.0
05,75-79,MALE,57956.0,64685.0,67223.0,61632.0,62795.0,62289.0,68707.0,69445.0,73796.0,73051.0,77364.0,81604.0,79683.0,79214.0
05,80-84,MALE,38499.0,44421.0,50374.0,53118.0,49406.0,51114.0,51342.0,57310.0,58570.0,62895.0,62879.0,67195.0,71446.0,70312.0
05,85+,MALE,23995.0,31135.0,37645.0,44183.0,48557.0,47518.0,49505.0,51618.0,58843.0,63698.0,69745.0,72432.0,77899.0,85049.0
06,0-4,FEMALE,1070494.0,1121523.0,1165491.0,1206593.0,1224560.0,1222943.0,1227592.0,1252310.0,1286522.0,1317737.0,1339317.0,1350529.0,1355315.0,1361076.0
06,10-14,FEMALE,1159653.0,1090427.0,1153441.0,1210898.0,1256808.0,1297775.0,1315061.0,1313168.0,1317306.0,1341035.0,1373938.0,1403723.0,1423882.0,1433789.0
06,15-19,FEMALE,1230829.0,1193890.0,1139057.0,1205095.0,1263236.0,1309258.0,1350103.0,1367335.0,1365479.0,1369487.0,1392797.0,1425098.0,1454232.0,1473759.0
06,20-24,FEMALE,1316469.0,1270056.0,1238664.0,1192892.0,1258880.0,1315027.0,1359715.0,1399227.0,1415598.0,1413394.0,1416747.0,1438802.0,1469535.0,1497110.0
06,25-29,FEMALE,1308485.0,1413204.0,1375136.0,1346826.0,1310138.0,1373972.0,1427481.0,1470296.0,1507808.0,1522540.0,1519233.0,1521203.0,1541310.0,1569821.0
06,30-34,FEMALE,1422495.0,1445818.0,1566724.0,1535012.0,1511715.0,1480819.0,1543402.0,1595491.0,1637274.0,1673474.0,1686841.0,1682442.0,1683074.0,1701490.0
06,35-39,FEMALE,1579269.0,1554536.0,1597891.0,1728021.0,1701953.0,1680784.0,1654829.0,1716532.0,1767579.0,1808556.0,1843498.0,1855570.0,1850180.0,1849668.0
06,40-44,FEMALE,1492500.0,1687142.0,1675260.0,1730106.0,1868212.0,1845049.0,1826693.0,1806293.0,1868386.0,1919765.0,1960952.0,1995777.0,2007705.0,2002308.0
06,45-49,FEMALE,1393265.0,1546965.0,1749556.0,1738186.0,1799143.0,1940639.0,1919681.0,1903940.0,1888062.0,1950407.0,2002020.0,2043486.0,2078397.0,2090522.0
06,5-9,FEMALE,1052619.0,1107168.0,1163507.0,1208201.0,1249466.0,1266973.0,1265158.0,1269497.0,1293660.0,1327168.0,1357621.0,1378443.0,1388950.0,1393107.0
