year,age,place_of_birth,births_per_1000_females
2034,42,native-born,12.43
2034,43,all,7.81
2034,43,foreign-born,8.83
2034,43,native-born,7.61
2034,44,all,4.66
2034,44,foreign-born,5.27
2034,44,native-born,4.55
2034,45,all,2.75
2034,45,foreign-born,3.1
2034,45,native-born,2.68
2034,46,all,1.6
2034,46,foreign-born,1.81
2034,46,native-born,1.56
2034,47,all,0.91
2034,47,foreign-born,1.03
2034,47,native-born,0.89
2034,48,all,0.51
2034,48,foreign-born,0.57
2034,48,native-born,0.49
2034,49,all,1.08
2034,49,foreign-born,1.22
2034,49,native-born,1.05
2035,14,all,0.47
2035,14,foreign-born,0.53
2035,14,native-born,0.46
2035,15,all,1.2
2035,15,foreign-born,1.36
2035,15,native-born,1.17
2035,16,all,3.02
2035,16,foreign-born,3.41
2035,16,native-born,2.95
2035,17,all,5.94
2035,17,foreign-born,6.7
2035,17,native-born,5.8
2035,18,all,11.42
2035,18,foreign-born,12.89
2035,18,native-born,11.14
2035,19,all,21.73
2035,19,foreign-born,24.52
2035,19,native-born,21.2
2035,20,all,31.13
2035,20,foreign-born,35.11
2035,20,native-born,30.36
2035,21,all,39.61
2035,21,foreign-born,44.69
2035,21,native-born,38.64
2035,22,all,45.65
2035,22,foreign-born,51.5
2035,22,native-born,44.53
2035,23,all,51.36
2035,23,foreign-born,57.94
2035,23,native-born,50.09
2035,24,all,58.33
2035,24,foreign-born,65.8
2035,24,native-born,56.89
2035,25,all,65.46
2035,25,foreign-born,73.85
2035,25,native-born,63.85
2035,26,all,71.81
2035,26,foreign-born,81.01
2035,26,native-born,70.04
2035,27,all,81.75
2035,27,foreign-born,92.23
2035,27,native-born,79.74
2035,28,all,91.71
2035,28,foreign-born,103.47
2035,28,native-born,89.46
2035,29,all,102.51
2035,29,foreign-born,115.65
2035,29,native-born,99.99
2035,30,all,106.85
2035,30,foreign-born,120.54
2035,30,native-born,104.22
2035,31,all,108.16
2035,31,foreign-born,122.02
2035,31,native-born,105.5
2035,32,all,104.24
2035,32,foreign-born,117.6
2035,32,native-born,101.67
2035,33,all,98.3
2035,33,foreign-born,110.9
2035,33,native-born,95.88
2035,34,all,92.29
2035,34,foreign-born,104.11
2035,34,native-born,90.02
2035,35,all,84.36
2035,35,foreign-born,95.18
2035,35,native-born,82.29
2035,36,all,73.38
2035,36,foreign-born,82.78
2035,36,native-born,71.57
2035,37,all,59.71
2035,37,foreign-born,67.36
2035,37,native-born,58.24
2035,38,all,47.58
2035,38,foreign-born,53.68
2035,38,native-born,46.41
2035,39,all,37.19
2035,39,foreign-born,41.96
2035,39,native-born,36.28
2035,40,all,27.93
2035,40,foreign-born,31.51
2035,40,native-born,27.25
2035,41,all,19.63
2035,41,foreign-born,22.14
2035,41,native-born,19.15
2035,42,all,12.91
2035,42,foreign-born,14.56
2035,42,native-born,12.59
2035,43,all,7.91
2035,43,foreign-born,8.93
2035,43,native-born,7.72
2035,44,all,4.73
2035,44,foreign-born,5.34
2035,44,native-born,4.62
2035,45,all,2.79
2035,45,foreign-born,3.15
2035,45,native-born,2.72
2035,46,all,1.64
2035,46,foreign-born,1.85
2035,46,native-born,1.6
2035,47,all,0.93
2035,47,foreign-born,1.05
2035,47,native-born,0.91
2035,48,all,0.51
2035,48,foreign-born,0.58
2035,48,native-born,0.5
2035,49,all,1.09
2035,49,foreign-born,1.23
2035,49,native-born,1.06
2036,14,all,0.44
2036,14,foreign-born,0.5
2036,14,native-born,0.43
2036,15,all,1.15
2036,15,foreign-born,1.29
2036,15,native-born,1.12
2036,16,all,2.9
2036,16,foreign-born,3.27
2036,16,native-born,2.83
2036,17,all,5.71
2036,17,foreign-born,6.45
2036,17,native-born,5.57
2036,18,all,10.99
2036,18,foreign-born,12.41
2036,18,native-born,10.73
2036,19,all,21.12
2036,19,foreign-born,23.84
2036,19,native-born,20.61
2036,20,all,30.48
2036,20,foreign-born,34.4
2036,20,native-born,29.74
2036,21,all,39.0
2036,21,foreign-born,44.01
2036,21,native-born,38.05
2036,22,all,44.89
2036,22,foreign-born,50.67
2036,22,native-born,43.81
2036,23,all,50.46
2036,23,foreign-born,56.95
2036,23,native-born,49.24
2036,24,all,57.44
2036,24,foreign-born,64.83
2036,24,native-born,56.05
2036,25,all,64.54
2036,25,foreign-born,72.84
2036,25,native-born,62.98
2036,26,all,70.92
2036,26,foreign-born,80.05
2036,26,native-born,69.21
2036,27,all,81.17
2036,27,foreign-born,91.61
2036,27,native-born,79.21
2036,28,all,91.55
2036,28,foreign-born,103.33
2036,28,native-born,89.34
2036,29,all,102.95
2036,29,foreign-born,116.2
2036,29,native-born,100.46
2036,30,all,107.51
2036,30,foreign-born,121.34
2036,30,native-born,104.91
2036,31,all,108.93
2036,31,foreign-born,122.94
2036,31,native-born,106.3
2036,32,all,104.98
2036,32,foreign-born,118.48
2036,32,native-born,102.44
2036,33,all,98.92
2036,33,foreign-born,111.64
2036,33,native-born,96.52
2036,34,all,92.91
2036,34,foreign-born,104.86
2036,34,native-born,90.66
2036,35,all,84.96
2036,35,foreign-born,95.89
2036,35,native-born,82.91
2036,36,all,74.01
2036,36,foreign-born,83.52
2036,36,native-born,72.21
2036,37,all,60.2
2036,37,foreign-born,67.94
2036,37,native-born,58.74
2036,38,all,47.97
2036,38,foreign-born,54.14
2036,38,native-born,46.81
2036,39,all,37.49
2036,39,foreign-born,42.31
2036,39,native-born,36.58
2036,40,all,28.21
2036,40,foreign-born,31.84
2036,40,native-born,27.53
2036,41,all,19.85
2036,41,foreign-born,22.4
2036,41,native-born,19.37
2036,42,all,13.06
2036,42,foreign-born,14.74
2036,42,native-born,12.74
2036,43,all,8.01
2036,43,foreign-born,9.04
2036,43,native-born,7.81
2036,44,all,4.8
2036,44,foreign-born,5.41
2036,44,native-born,4.68
2036,45,all,2.84
2036,45,foreign-born,3.2
2036,45,native-born,2.77
2036,46,all,1.68
2036,46,foreign-born,1.89
2036,46,native-born,1.64
2036,47,all,0.95
2036,47,foreign-born,1.07
2036,47,native-born,0.93
2036,48,all,0.52
2036,48,foreign-born,0.58
2036,48,native-born,0.51
2036,49,all,1.1
2036,49,foreign-born,1.24
2036,49,native-born,1.07
2037,14,all,0.42
2037,14,foreign-born,0.47
2037,14,native-born,0.41
2037,15,all,1.09
2037,15,foreign-born,1.23
2037,15,native-born,1.07
2037,16,all,2.78
2037,16,foreign-born,3.14
2037,16,native-born,2.72
2037,17,all,5.49
2037,17,foreign-born,6.2
2037,17,native-born,5.36
2037,18,all,10.59
2037,18,foreign-born,11.95
2037,18,native-born,10.34
2037,19,all,20.55
2037,19,foreign-born,23.2
2037,19,native-born,20.06
2037,20,all,29.87
2037,20,foreign-born,33.72
2037,20,native-born,29.16
2037,21,all,38.41
2037,21,foreign-born,43.37
2037,21,native-born,37.5
2037,22,all,44.18
2037,22,foreign-born,49.87
2037,22,native-born,43.12
2037,23,all,49.62
2037,23,foreign-born,56.02
2037,23,native-born,48.43
2037,24,all,56.61
2037,24,foreign-born,63.9
2037,24,native-born,55.25
2037,25,all,63.68
2037,25,foreign-born,71.89
2037,25,native-born,62.15
2037,26,all,70.09
2037,26,foreign-born,79.13
2037,26,native-born,68.42
2037,27,all,80.63
2037,27,foreign-born,91.03
2037,27,native-born,78.7
2037,28,all,91.41
2037,28,foreign-born,103.2
2037,28,native-born,89.22
2037,29,all,103.39
2037,29,foreign-born,116.72
2037,29,native-born,100.91
2037,30,all,108.15
2037,30,foreign-born,122.1
2037,30,native-born,105.56
2037,31,all,109.68
2037,31,foreign-born,123.82
2037,31,native-born,107.05
2037,32,all,105.69
2037,32,foreign-born,119.32
2037,32,native-born,103.16
2037,33,all,99.51
2037,33,foreign-born,112.34
2037,33,native-born,97.13
2037,34,all,93.5
2037,34,foreign-born,105.56
2037,34,native-born,91.27
2037,35,all,85.54
2037,35,foreign-born,96.57
2037,35,native-born,83.49
2037,36,all,74.61
2037,36,foreign-born,84.23
2037,36,native-born,72.82
2037,37,all,60.67
2037,37,foreign-born,68.5
2037,37,native-born,59.22
2037,38,all,48.35
2037,38,foreign-born,54.58
2037,38,native-born,47.19
2037,39,all,37.77
2037,39,foreign-born,42.64
2037,39,native-born,36.87
2037,40,all,28.47
2037,40,foreign-born,32.14
2037,40,native-born,27.79
2037,41,all,20.05
2037,41,foreign-born,22.64
2037,41,native-born,19.57
2037,42,all,13.2
2037,42,foreign-born,14.9
2037,42,native-born,12.89
2037,43,all,8.1
2037,43,foreign-born,9.14
2037,43,native-born,7.91
2037,44,all,4.86
2037,44,foreign-born,5.49
2037,44,native-born,4.74
2037,45,all,2.88
2037,45,foreign-born,3.25
2037,45,native-born,2.81
2037,46,all,1.71
2037,46,foreign-born,1.93
2037,46,native-born,1.67
2037,47,all,0.97
2037,47,foreign-born,1.09
2037,47,native-born,0.95
2037,48,all,0.52
2037,48,foreign-born,0.59
2037,48,native-born,0.51
2037,49,all,1.11
2037,49,foreign-born,1.25
2037,49,native-born,1.08
2038,14,all,0.4
2038,14,foreign-born,0.45
2038,14,native-born,0.39
2038,15,all,1.04
2038,15,foreign-born,1.17
2038,15,native-born,1.02
2038,16,all,2.67
2038,16,foreign-born,3.02
2038,16,native-born,2.61
2038,17,all,5.29
2038,17,foreign-born,5.97
2038,17,native-born,5.16
2038,18,all,10.2
2038,18,foreign-born,11.52
2038,18,native-born,9.96
2038,19,all,20.0
2038,19,foreign-born,22.59
2038,19,native-born,19.53
2038,20,all,29.3
2038,20,foreign-born,33.08
2038,20,native-born,28.6
2038,21,all,37.86
2038,21,foreign-born,42.76
2038,21,native-born,36.97
2038,22,all,43.5
2038,22,foreign-born,49.12
2038,22,native-born,42.47
2038,23,all,48.82
2038,23,foreign-born,55.13
2038,23,native-born,47.67
2038,24,all,55.81
2038,24,foreign-born,63.03
2038,24,native-born,54.5
2038,25,all,62.85
2038,25,foreign-born,70.98
2038,25,native-born,61.37
2038,26,all,69.3
2038,26,foreign-born,78.26
2038,26,native-born,67.67
2038,27,all,80.12
2038,27,foreign-born,90.47
2038,27,native-born,78.22
2038,28,all,91.27
2038,28,foreign-born,103.07
2038,28,native-born,89.12
2038,29,all,103.79
2038,29,foreign-born,117.21
2038,29,native-born,101.34
2038,30,all,108.75
2038,30,foreign-born,122.81
2038,30,native-born,106.18
2038,31,all,110.38
2038,31,foreign-born,124.65
2038,31,native-born,107.77
2038,32,all,106.36
2038,32,foreign-born,120.11
2038,32,native-born,103.84
2038,33,all,100.07
2038,33,foreign-born,113.0
2038,33,native-born,97.7
2038,34,all,94.07
2038,34,foreign-born,106.23
2038,34,native-born,91.84
2038,35,all,86.08
2038,35,foreign-born,97.21
2038,35,native-born,84.05
2038,36,all,75.17
2038,36,foreign-born,84.89
2038,36,native-born,73.4
2038,37,all,61.12
2038,37,foreign-born,69.02
2038,37,native-born,59.67
2038,38,all,48.7
2038,38,foreign-born,55.0
2038,38,native-born,47.55
2038,39,all,38.04
2038,39,foreign-born,42.96
2038,39,native-born,37.14
2038,40,all,28.72
2038,40,foreign-born,32.43
2038,40,native-born,28.04
2038,41,all,20.25
2038,41,foreign-born,22.87
2038,41,native-born,19.77
2038,42,all,13.34
2038,42,foreign-born,15.06
2038,42,native-born,13.02
2038,43,all,8.19
2038,43,foreign-born,9.24
2038,43,native-born,7.99
2038,44,all,4.92
2038,44,foreign-born,5.56
2038,44,native-born,4.8
2038,45,all,2.92
2038,45,foreign-born,3.3
2038,45,native-born,2.85
2038,46,all,1.75
2038,46,foreign-born,1.97
2038,46,native-born,1.71
2038,47,all,0.99
2038,47,foreign-born,1.11
2038,47,native-born,0.96
2038,48,all,0.53
2038,48,foreign-born,0.6
2038,48,native-born,0.52
2038,49,all,1.11
2038,49,foreign-born,1.26
2038,49,native-born,1.09
2039,14,all,0.38
2039,14,foreign-born,0.43
2039,14,native-born,0.37
2039,15,all,0.99
2039,15,foreign-born,1.12
2039,15,native-born,0.97
2039,16,all,2.57
2039,16,foreign-born,2.9
2039,16,native-born,2.51
2039,17,all,5.09
2039,17,foreign-born,5.75
2039,17,native-born,4.97
2039,18,all,9.84
2039,18,foreign-born,11.12
2039,18,native-born,9.61
2039,19,all,19.49
2039,19,foreign-born,22.02
2039,19,native-born,19.04
2039,20,all,28.75
2039,20,foreign-born,32.48
2039,20,native-born,28.08
2039,21,all,37.34
2039,21,foreign-born,42.18
2039,21,native-born,36.47
2039,22,all,42.86
2039,22,foreign-born,48.42
2039,22,native-born,41.86
2039,23,all,48.07
2039,23,foreign-born,54.3
2039,23,native-born,46.95
2039,24,all,55.07
2039,24,foreign-born,62.21
2039,24,native-born,53.78
2039,25,all,62.08
2039,25,foreign-born,70.12
2039,25,native-born,60.63
2039,26,all,68.56
2039,26,foreign-born,77.45
2039,26,native-born,66.96
2039,27,all,79.63
2039,27,foreign-born,89.95
2039,27,native-born,77.77
2039,28,all,91.14
2039,28,foreign-born,102.96
2039,28,native-born,89.02
2039,29,all,104.17
2039,29,foreign-born,117.67
2039,29,native-born,101.74
2039,30,all,109.31
2039,30,foreign-born,123.49
2039,30,native-born,106.76
2039,31,all,111.03
2039,31,foreign-born,125.43
2039,31,native-born,108.45
2039,32,all,106.98
2039,32,foreign-born,120.85
2039,32,native-born,104.49
2039,33,all,100.59
2039,33,foreign-born,113.63
2039,33,native-born,98.24
2039,34,all,94.59
2039,34,foreign-born,106.86
2039,34,native-born,92.39
2039,35,all,86.59
2039,35,foreign-born,97.82
2039,35,native-born,84.57
2039,36,all,75.71
2039,36,foreign-born,85.52
2039,36,native-born,73.94
2039,37,all,61.54
2039,37,foreign-born,69.51
2039,37,native-born,60.1
2039,38,all,49.04
2039,38,foreign-born,55.39
2039,38,native-born,47.89
2039,39,all,38.29
2039,39,foreign-born,43.25
2039,39,native-born,37.4
2039,40,all,28.95
2039,40,foreign-born,32.71
2039,40,native-born,28.28
2039,41,all,20.43
2039,41,foreign-born,23.08
2039,41,native-born,19.96
2039,42,all,13.46
2039,42,foreign-born,15.21
2039,42,native-born,13.15
2039,43,all,8.27
2039,43,foreign-born,9.34
2039,43,native-born,8.07
2039,44,all,4.97
2039,44,foreign-born,5.62
2039,44,native-born,4.86
2039,45,all,2.96
2039,45,foreign-born,3.35
2039,45,native-born,2.89
2039,46,all,1.78
2039,46,foreign-born,2.01
2039,46,native-born,1.74
2039,47,all,1.0
2039,47,foreign-born,1.13
2039,47,native-born,0.98
2039,48,all,0.53
2039,48,foreign-born,0.6
2039,48,native-born,0.52
2039,49,all,1.12
2039,49,foreign-born,1.27
2039,49,native-born,1.09
2040,14,all,0.36
2040,14,foreign-born,0.4
2040,14,native-born,0.35
2040,15,all,0.95
2040,15,foreign-born,1.07
2040,15,native-born,0.92
2040,16,all,2.47
2040,16,foreign-born,2.8
2040,16,native-born,2.42
2040,17,all,4.91
2040,17,foreign-born,5.54
2040,17,native-born,4.79
2040,18,all,9.5
2040,18,foreign-born,10.74
2040,18,native-born,9.28
2040,19,all,19.01
2040,19,foreign-born,21.48
2040,19,native-born,18.57
2040,20,all,28.24
2040,20,foreign-born,31.91
2040,20,native-born,27.59
2040,21,all,36.85
2040,21,foreign-born,41.64
2040,21,native-born,36.0
2040,22,all,42.26
2040,22,foreign-born,47.75
2040,22,native-born,41.29
2040,23,all,47.36
2040,23,foreign-born,53.52
2040,23,native-born,46.27
2040,24,all,54.37
2040,24,foreign-born,61.43
2040,24,native-born,53.11
2040,25,all,61.35
2040,25,foreign-born,69.32
2040,25,native-born,59.93
2040,26,all,67.86
2040,26,foreign-born,76.68
2040,26,native-born,66.3
2040,27,all,79.17
2040,27,foreign-born,89.46
2040,27,native-born,77.35
2040,28,all,91.02
2040,28,foreign-born,102.85
2040,28,native-born,88.92
2040,29,all,104.52
2040,29,foreign-born,118.11
2040,29,native-born,102.12
2040,30,all,109.84
2040,30,foreign-born,124.12
2040,30,native-born,107.31
2040,31,all,111.65
2040,31,foreign-born,126.16
2040,31,native-born,109.08
2040,32,all,107.57
2040,32,foreign-born,121.55
2040,32,native-born,105.09
2040,33,all,101.08
2040,33,foreign-born,114.22
2040,33,native-born,98.75
2040,34,all,95.09
2040,34,foreign-born,107.44
2040,34,native-born,92.9
2040,35,all,87.07
2040,35,foreign-born,98.38
2040,35,native-born,85.06
2040,36,all,76.2
2040,36,foreign-born,86.11
2040,36,native-born,74.45
2040,37,all,61.93
2040,37,foreign-born,69.98
2040,37,native-born,60.5
2040,38,all,49.35
2040,38,foreign-born,55.76
2040,38,native-born,48.21
2040,39,all,38.52
2040,39,foreign-born,43.53
2040,39,native-born,37.64
2040,40,all,29.17
2040,40,foreign-born,32.96
2040,40,native-born,28.5
2040,41,all,20.61
2040,41,foreign-born,23.29
2040,41,native-born,20.13
2040,42,all,13.58
2040,42,foreign-born,15.35
2040,42,native-born,13.27
2040,43,all,8.34
2040,43,foreign-born,9.43
2040,43,native-born,8.15
2040,44,all,5.03
2040,44,foreign-born,5.68
2040,44,native-born,4.91
2040,45,all,3.0
2040,45,foreign-born,3.39
2040,45,native-born,2.93
2040,46,all,1.81
2040,46,foreign-born,2.05
2040,46,native-born,1.77
2040,47,all,1.02
2040,47,foreign-born,1.15
2040,47,native-born,0.99
2040,48,all,0.54
2040,48,foreign-born,0.61
2040,48,native-born,0.53
2040,49,all,1.13
2040,49,foreign-born,1.27
2040,49,native-born,1.1
2041,14,all,0.34
2041,14,foreign-born,0.38
2041,14,native-born,0.33
2041,15,all,0.9
2041,15,foreign-born,1.02
2041,15,native-born,0.88
2041,16,all,2.38
2041,16,foreign-born,2.69
2041,16,native-born,2.33
2041,17,all,4.73
2041,17,foreign-born,5.35
2041,17,native-born,4.63
2041,18,all,9.18
2041,18,foreign-born,10.38
2041,18,native-born,8.97
2041,19,all,18.56
2041,19,foreign-born,20.98
2041,19,native-born,18.14
2041,20,all,27.76
2041,20,foreign-born,31.38
2041,20,native-born,27.13
2041,21,all,36.39
2041,21,foreign-born,41.14
2041,21,native-born,35.57
2041,22,all,41.69
2041,22,foreign-born,47.13
2041,22,native-born,40.75
2041,23,all,46.7
2041,23,foreign-born,52.78
2041,23,native-born,45.64
2041,24,all,53.71
2041,24,foreign-born,60.71
2041,24,native-born,52.49
2041,25,all,60.66
2041,25,foreign-born,68.57
2041,25,native-born,59.29
2041,26,all,67.2
2041,26,foreign-born,75.96
2041,26,native-born,65.67
2041,27,all,78.74
2041,27,foreign-born,89.0
2041,27,native-born,76.95
2041,28,all,90.89
2041,28,foreign-born,102.74
2041,28,native-born,88.83
2041,29,all,104.85
2041,29,foreign-born,118.52
2041,29,native-born,102.47
2041,30,all,110.33
2041,30,foreign-born,124.71
2041,30,native-born,107.82
2041,31,all,112.22
2041,31,foreign-born,126.85
2041,31,native-born,109.67
2041,32,all,108.11
2041,32,foreign-born,122.21
2041,32,native-born,105.66
2041,33,all,101.53
2041,33,foreign-born,114.77
2041,33,native-born,99.23
2041,34,all,95.54
2041,34,foreign-born,108.0
2041,34,native-born,93.37
2041,35,all,87.51
2041,35,foreign-born,98.91
2041,35,native-born,85.52
2041,36,all,76.67
2041,36,foreign-born,86.66
2041,36,native-born,74.93
2041,37,all,62.29
2041,37,foreign-born,70.41
2041,37,native-born,60.88
2041,38,all,49.64
2041,38,foreign-born,56.11
2041,38,native-born,48.51
2041,39,all,38.74
2041,39,foreign-born,43.79
2041,39,native-born,37.86
2041,40,all,29.37
2041,40,foreign-born,33.2
2041,40,native-born,28.71
2041,41,all,20.77
2041,41,foreign-born,23.48
2041,41,native-born,20.3
2041,42,all,13.69
2041,42,foreign-born,15.47
2041,42,native-born,13.38
2041,43,all,8.41
2041,43,foreign-born,9.51
2041,43,native-born,8.22
2041,44,all,5.07
2041,44,foreign-born,5.74
2041,44,native-born,4.96
2041,45,all,3.03
2041,45,foreign-born,3.43
2041,45,native-born,2.96
2041,46,all,1.84
2041,46,foreign-born,2.08
2041,46,native-born,1.8
2041,47,all,1.03
2041,47,foreign-born,1.16
2041,47,native-born,1.01
2041,48,all,0.54
2041,48,foreign-born,0.61
2041,48,native-born,0.53
2041,49,all,1.13
2041,49,foreign-born,1.28
2041,49,native-born,1.11
2042,14,all,0.32
2042,14,foreign-born,0.36
2042,14,native-born,0.31
2042,15,all,0.86
2042,15,foreign-born,0.98
2042,15,native-born,0.84
2042,16,all,2.3
2042,16,foreign-born,2.6
2042,16,native-born,2.25
2042,17,all,4.58
2042,17,foreign-born,5.17
2042,17,native-born,4.47
2042,18,all,8.89
2042,18,foreign-born,10.05
2042,18,native-born,8.69
2042,19,all,18.14
2042,19,foreign-born,20.51
2042,19,native-born,17.73
2042,20,all,27.32
2042,20,foreign-born,30.89
2042,20,native-born,26.71
2042,21,all,35.97
2042,21,foreign-born,40.67
2042,21,native-born,35.16
2042,22,all,41.17
2042,22,foreign-born,46.55
2042,22,native-born,40.25
2042,23,all,46.08
2042,23,foreign-born,52.1
2042,23,native-born,45.05
2042,24,all,53.1
2042,24,foreign-born,60.04
2042,24,native-born,51.91
2042,25,all,60.03
2042,25,foreign-born,67.87
2042,25,native-born,58.68
2042,26,all,66.59
2042,26,foreign-born,75.29
2042,26,native-born,65.1
2042,27,all,78.34
2042,27,foreign-born,88.57
2042,27,native-born,76.58
2042,28,all,90.79
2042,28,foreign-born,102.65
2042,28,native-born,88.75
2042,29,all,105.16
2042,29,foreign-born,118.9
2042,29,native-born,102.8
2042,30,all,110.79
2042,30,foreign-born,125.26
2042,30,native-born,108.3
2042,31,all,112.76
2042,31,foreign-born,127.49
2042,31,native-born,110.23
2042,32,all,108.63
2042,32,foreign-born,122.82
2042,32,native-born,106.19
2042,33,all,101.97
2042,33,foreign-born,115.28
2042,33,native-born,99.67
2042,34,all,95.98
2042,34,foreign-born,108.51
2042,34,native-born,93.82
2042,35,all,87.93
2042,35,foreign-born,99.41
2042,35,native-born,85.95
2042,36,all,77.1
2042,36,foreign-born,87.17
2042,36,native-born,75.37
2042,37,all,62.63
2042,37,foreign-born,70.81
2042,37,native-born,61.23
2042,38,all,49.91
2042,38,foreign-born,56.43
2042,38,native-born,48.79
2042,39,all,38.95
2042,39,foreign-born,44.03
2042,39,native-born,38.07
2042,40,all,29.57
2042,40,foreign-born,33.43
2042,40,native-born,28.9
2042,41,all,20.92
2042,41,foreign-born,23.65
2042,41,native-born,20.45
2042,42,all,13.79
2042,42,foreign-born,15.6
2042,42,native-born,13.48
