year,age,place_of_birth,births_per_1000_females
2061,46,native-born,1.99
2061,47,all,1.12
2061,47,foreign-born,1.27
2061,47,native-born,1.1
2061,48,all,0.57
2061,48,foreign-born,0.65
2061,48,native-born,0.56
2061,49,all,1.18
2061,49,foreign-born,1.33
2061,49,native-born,1.15
2062,14,all,0.22
2062,14,foreign-born,0.25
2062,14,native-born,0.21
2062,15,all,0.62
2062,15,foreign-born,0.7
2062,15,native-born,0.6
2062,16,all,1.78
2062,16,foreign-born,2.01
2062,16,native-born,1.74
2062,17,all,3.58
2062,17,foreign-born,4.05
2062,17,native-born,3.5
2062,18,all,7.04
2062,18,foreign-born,7.97
2062,18,native-born,6.89
2062,19,all,15.54
2062,19,foreign-born,17.57
2062,19,native-born,15.19
2062,20,all,24.57
2062,20,foreign-born,27.8
2062,20,native-born,24.03
2062,21,all,33.35
2062,21,foreign-born,37.73
2062,21,native-born,32.62
2062,22,all,37.95
2062,22,foreign-born,42.93
2062,22,native-born,37.11
2062,23,all,42.28
2062,23,foreign-born,47.83
2062,23,native-born,41.35
2062,24,all,49.34
2062,24,foreign-born,55.82
2062,24,native-born,48.26
2062,25,all,56.13
2062,25,foreign-born,63.49
2062,25,native-born,54.9
2062,26,all,62.86
2062,26,foreign-born,71.11
2062,26,native-born,61.48
2062,27,all,75.94
2062,27,foreign-born,85.9
2062,27,native-born,74.27
2062,28,all,90.21
2062,28,foreign-born,102.05
2062,28,native-born,88.23
2062,29,all,107.21
2062,29,foreign-born,121.28
2062,29,native-born,104.85
2062,30,all,113.79
2062,30,foreign-born,128.71
2062,30,native-born,111.29
2062,31,all,116.24
2062,31,foreign-born,131.49
2062,31,native-born,113.69
2062,32,all,111.95
2062,32,foreign-born,126.64
2062,32,native-born,109.49
2062,33,all,104.75
2062,33,foreign-born,118.49
2062,33,native-born,102.45
2062,34,all,98.77
2062,34,foreign-born,111.73
2062,34,native-born,96.6
2062,35,all,90.62
2062,35,foreign-born,102.51
2062,35,native-born,88.63
2062,36,all,79.9
2062,36,foreign-born,90.39
2062,36,native-born,78.15
2062,37,all,64.84
2062,37,foreign-born,73.34
2062,37,native-born,63.41
2062,38,all,51.66
2062,38,foreign-born,58.44
2062,38,native-born,50.53
2062,39,all,40.27
2062,39,foreign-born,45.55
2062,39,native-born,39.38
2062,40,all,30.79
2062,40,foreign-born,34.83
2062,40,native-born,30.11
2062,41,all,21.88
2062,41,foreign-born,24.76
2062,41,native-born,21.4
2062,42,all,14.45
2062,42,foreign-born,16.35
2062,42,native-born,14.14
2062,43,all,8.9
2062,43,foreign-born,10.07
2062,43,native-born,8.71
2062,44,all,5.41
2062,44,foreign-born,6.12
2062,44,native-born,5.29
2062,45,all,3.26
2062,45,foreign-born,3.69
2062,45,native-born,3.19
2062,46,all,2.03
2062,46,foreign-born,2.3
2062,46,native-born,1.99
2062,47,all,1.12
2062,47,foreign-born,1.27
2062,47,native-born,1.1
2062,48,all,0.57
2062,48,foreign-born,0.65
2062,48,native-born,0.56
2062,49,all,1.18
2062,49,foreign-born,1.33
2062,49,native-born,1.15
2063,14,all,0.22
2063,14,foreign-born,0.25
2063,14,native-born,0.21
2063,15,all,0.62
2063,15,foreign-born,0.7
2063,15,native-born,0.6
2063,16,all,1.78
2063,16,foreign-born,2.01
2063,16,native-born,1.74
2063,17,all,3.58
2063,17,foreign-born,4.05
2063,17,native-born,3.5
2063,18,all,7.04
2063,18,foreign-born,7.97
2063,18,native-born,6.89
2063,19,all,15.54
2063,19,foreign-born,17.57
2063,19,native-born,15.19
2063,20,all,24.58
2063,20,foreign-born,27.8
2063,20,native-born,24.03
2063,21,all,33.35
2063,21,foreign-born,37.73
2063,21,native-born,32.62
2063,22,all,37.95
2063,22,foreign-born,42.93
2063,22,native-born,37.11
2063,23,all,42.29
2063,23,foreign-born,47.83
2063,23,native-born,41.35
2063,24,all,49.35
2063,24,foreign-born,55.82
2063,24,native-born,48.26
2063,25,all,56.13
2063,25,foreign-born,63.49
2063,25,native-born,54.9
2063,26,all,62.86
2063,26,foreign-born,71.11
2063,26,native-born,61.48
2063,27,all,75.94
2063,27,foreign-born,85.9
2063,27,native-born,74.27
2063,28,all,90.22
2063,28,foreign-born,102.05
2063,28,native-born,88.23
2063,29,all,107.22
2063,29,foreign-born,121.28
2063,29,native-born,104.85
2063,30,all,113.79
2063,30,foreign-born,128.71
2063,30,native-born,111.29
2063,31,all,116.25
2063,31,foreign-born,131.49
2063,31,native-born,113.69
2063,32,all,111.96
2063,32,foreign-born,126.64
2063,32,native-born,109.49
2063,33,all,104.75
2063,33,foreign-born,118.49
2063,33,native-born,102.45
2063,34,all,98.77
2063,34,foreign-born,111.73
2063,34,native-born,96.6
2063,35,all,90.62
2063,35,foreign-born,102.51
2063,35,native-born,88.63
2063,36,all,79.91
2063,36,foreign-born,90.39
2063,36,native-born,78.15
2063,37,all,64.84
2063,37,foreign-born,73.34
2063,37,native-born,63.41
2063,38,all,51.67
2063,38,foreign-born,58.44
2063,38,native-born,50.53
2063,39,all,40.27
2063,39,foreign-born,45.55
2063,39,native-born,39.38
2063,40,all,30.79
2063,40,foreign-born,34.83
2063,40,native-born,30.11
2063,41,all,21.89
2063,41,foreign-born,24.76
2063,41,native-born,21.4
2063,42,all,14.45
2063,42,foreign-born,16.35
2063,42,native-born,14.14
2063,43,all,8.91
2063,43,foreign-born,10.07
2063,43,native-born,8.71
2063,44,all,5.41
2063,44,foreign-born,6.12
2063,44,native-born,5.29
2063,45,all,3.26
2063,45,foreign-born,3.69
2063,45,native-born,3.19
2063,46,all,2.03
2063,46,foreign-born,2.3
2063,46,native-born,1.99
2063,47,all,1.12
2063,47,foreign-born,1.27
2063,47,native-born,1.1
2063,48,all,0.57
2063,48,foreign-born,0.65
2063,48,native-born,0.56
2063,49,all,1.18
2063,49,foreign-born,1.33
2063,49,native-born,1.15
2064,14,all,0.22
2064,14,foreign-born,0.25
2064,14,native-born,0.21
2064,15,all,0.62
2064,15,foreign-born,0.7
2064,15,native-born,0.6
2064,16,all,1.78
2064,16,foreign-born,2.01
2064,16,native-born,1.74
2064,17,all,3.58
2064,17,foreign-born,4.05
2064,17,native-born,3.5
2064,18,all,7.04
2064,18,foreign-born,7.97
2064,18,native-born,6.89
2064,19,all,15.54
2064,19,foreign-born,17.57
2064,19,native-born,15.19
2064,20,all,24.58
2064,20,foreign-born,27.8
2064,20,native-born,24.03
2064,21,all,33.35
2064,21,foreign-born,37.73
2064,21,native-born,32.62
2064,22,all,37.95
2064,22,foreign-born,42.93
2064,22,native-born,37.11
2064,23,all,42.29
2064,23,foreign-born,47.83
2064,23,native-born,41.35
2064,24,all,49.35
2064,24,foreign-born,55.82
2064,24,native-born,48.26
2064,25,all,56.14
2064,25,foreign-born,63.49
2064,25,native-born,54.9
2064,26,all,62.87
2064,26,foreign-born,71.11
2064,26,native-born,61.48
2064,27,all,75.94
2064,27,foreign-born,85.9
2064,27,native-born,74.27
2064,28,all,90.22
2064,28,foreign-born,102.05
2064,28,native-born,88.23
2064,29,all,107.22
2064,29,foreign-born,121.28
2064,29,native-born,104.85
2064,30,all,113.8
2064,30,foreign-born,128.71
2064,30,native-born,111.29
2064,31,all,116.26
2064,31,foreign-born,131.49
2064,31,native-born,113.69
2064,32,all,111.97
2064,32,foreign-born,126.64
2064,32,native-born,109.49
2064,33,all,104.76
2064,33,foreign-born,118.49
2064,33,native-born,102.45
2064,34,all,98.78
2064,34,foreign-born,111.73
2064,34,native-born,96.6
2064,35,all,90.63
2064,35,foreign-born,102.51
2064,35,native-born,88.63
2064,36,all,79.91
2064,36,foreign-born,90.39
2064,36,native-born,78.15
2064,37,all,64.84
2064,37,foreign-born,73.34
2064,37,native-born,63.41
2064,38,all,51.67
2064,38,foreign-born,58.44
2064,38,native-born,50.53
2064,39,all,40.27
2064,39,foreign-born,45.55
2064,39,native-born,39.38
2064,40,all,30.79
2064,40,foreign-born,34.83
2064,40,native-born,30.11
2064,41,all,21.89
2064,41,foreign-born,24.76
2064,41,native-born,21.4
2064,42,all,14.46
2064,42,foreign-born,16.35
2064,42,native-born,14.14
2064,43,all,8.91
2064,43,foreign-born,10.07
2064,43,native-born,8.71
2064,44,all,5.41
2064,44,foreign-born,6.12
2064,44,native-born,5.29
2064,45,all,3.26
2064,45,foreign-born,3.69
2064,45,native-born,3.19
2064,46,all,2.03
2064,46,foreign-born,2.3
2064,46,native-born,1.99
2064,47,all,1.12
2064,47,foreign-born,1.27
2064,47,native-born,1.1
2064,48,all,0.57
2064,48,foreign-born,0.65
2064,48,native-born,0.56
2064,49,all,1.18
2064,49,foreign-born,1.33
2064,49,native-born,1.15
2065,14,all,0.22
2065,14,foreign-born,0.25
2065,14,native-born,0.21
2065,15,all,0.62
2065,15,foreign-born,0.7
2065,15,native-born,0.6
2065,16,all,1.78
2065,16,foreign-born,2.01
2065,16,native-born,1.74
2065,17,all,3.58
2065,17,foreign-born,4.05
2065,17,native-born,3.5
2065,18,all,7.04
2065,18,foreign-born,7.97
2065,18,native-born,6.89
2065,19,all,15.54
2065,19,foreign-born,17.57
2065,19,native-born,15.19
2065,20,all,24.58
2065,20,foreign-born,27.8
2065,20,native-born,24.03
2065,21,all,33.36
2065,21,foreign-born,37.73
2065,21,native-born,32.62
2065,22,all,37.95
2065,22,foreign-born,42.93
2065,22,native-born,37.11
2065,23,all,42.29
2065,23,foreign-born,47.83
2065,23,native-born,41.35
2065,24,all,49.35
2065,24,foreign-born,55.82
2065,24,native-born,48.26
2065,25,all,56.14
2065,25,foreign-born,63.49
2065,25,native-born,54.9
2065,26,all,62.87
2065,26,foreign-born,71.11
2065,26,native-born,61.48
2065,27,all,75.95
2065,27,foreign-born,85.9
2065,27,native-born,74.27
2065,28,all,90.23
2065,28,foreign-born,102.05
2065,28,native-born,88.23
2065,29,all,107.23
2065,29,foreign-born,121.28
2065,29,native-born,104.85
2065,30,all,113.81
2065,30,foreign-born,128.71
2065,30,native-born,111.29
2065,31,all,116.26
2065,31,foreign-born,131.49
2065,31,native-born,113.69
2065,32,all,111.97
2065,32,foreign-born,126.64
2065,32,native-born,109.49
2065,33,all,104.77
2065,33,foreign-born,118.49
2065,33,native-born,102.45
2065,34,all,98.79
2065,34,foreign-born,111.73
2065,34,native-born,96.6
2065,35,all,90.63
2065,35,foreign-born,102.51
2065,35,native-born,88.63
2065,36,all,79.92
2065,36,foreign-born,90.39
2065,36,native-born,78.15
2065,37,all,64.85
2065,37,foreign-born,73.34
2065,37,native-born,63.41
2065,38,all,51.67
2065,38,foreign-born,58.44
2065,38,native-born,50.53
2065,39,all,40.28
2065,39,foreign-born,45.55
2065,39,native-born,39.38
2065,40,all,30.79
2065,40,foreign-born,34.83
2065,40,native-born,30.11
2065,41,all,21.89
2065,41,foreign-born,24.76
2065,41,native-born,21.4
2065,42,all,14.46
2065,42,foreign-born,16.35
2065,42,native-born,14.14
2065,43,all,8.91
2065,43,foreign-born,10.07
2065,43,native-born,8.71
2065,44,all,5.41
2065,44,foreign-born,6.12
2065,44,native-born,5.29
2065,45,all,3.26
2065,45,foreign-born,3.69
2065,45,native-born,3.19
2065,46,all,2.03
2065,46,foreign-born,2.3
2065,46,native-born,1.99
2065,47,all,1.12
2065,47,foreign-born,1.27
2065,47,native-born,1.1
2065,48,all,0.57
2065,48,foreign-born,0.65
2065,48,native-born,0.56
2065,49,all,1.18
2065,49,foreign-born,1.33
2065,49,native-born,1.15
2066,14,all,0.22
2066,14,foreign-born,0.25
2066,14,native-born,0.21
2066,15,all,0.62
2066,15,foreign-born,0.7
2066,15,native-born,0.6
2066,16,all,1.78
2066,16,foreign-born,2.01
2066,16,native-born,1.74
2066,17,all,3.58
2066,17,foreign-born,4.05
2066,17,native-born,3.5
2066,18,all,7.04
2066,18,foreign-born,7.97
2066,18,native-born,6.89
2066,19,all,15.54
2066,19,foreign-born,17.57
2066,19,native-born,15.19
2066,20,all,24.58
2066,20,foreign-born,27.8
2066,20,native-born,24.03
2066,21,all,33.36
2066,21,foreign-born,37.73
2066,21,native-born,32.62
2066,22,all,37.96
2066,22,foreign-born,42.93
2066,22,native-born,37.11
2066,23,all,42.29
2066,23,foreign-born,47.83
2066,23,native-born,41.35
2066,24,all,49.35
2066,24,foreign-born,55.82
2066,24,native-born,48.26
2066,25,all,56.14
2066,25,foreign-born,63.49
2066,25,native-born,54.9
2066,26,all,62.87
2066,26,foreign-born,71.11
2066,26,native-born,61.48
2066,27,all,75.95
2066,27,foreign-born,85.9
2066,27,native-born,74.27
2066,28,all,90.23
2066,28,foreign-born,102.05
2066,28,native-born,88.23
2066,29,all,107.23
2066,29,foreign-born,121.28
2066,29,native-born,104.85
2066,30,all,113.81
2066,30,foreign-born,128.71
2066,30,native-born,111.29
2066,31,all,116.27
2066,31,foreign-born,131.49
2066,31,native-born,113.69
2066,32,all,111.98
2066,32,foreign-born,126.64
2066,32,native-born,109.49
2066,33,all,104.77
2066,33,foreign-born,118.49
2066,33,native-born,102.45
2066,34,all,98.79
2066,34,foreign-born,111.73
2066,34,native-born,96.6
2066,35,all,90.64
2066,35,foreign-born,102.51
2066,35,native-born,88.63
2066,36,all,79.92
2066,36,foreign-born,90.39
2066,36,native-born,78.15
2066,37,all,64.85
2066,37,foreign-born,73.34
2066,37,native-born,63.41
2066,38,all,51.68
2066,38,foreign-born,58.44
2066,38,native-born,50.53
2066,39,all,40.28
2066,39,foreign-born,45.55
2066,39,native-born,39.38
2066,40,all,30.8
2066,40,foreign-born,34.83
2066,40,native-born,30.11
2066,41,all,21.89
2066,41,foreign-born,24.76
2066,41,native-born,21.4
2066,42,all,14.46
2066,42,foreign-born,16.35
2066,42,native-born,14.14
2066,43,all,8.91
2066,43,foreign-born,10.07
2066,43,native-born,8.71
2066,44,all,5.41
2066,44,foreign-born,6.12
2066,44,native-born,5.29
2066,45,all,3.26
2066,45,foreign-born,3.69
2066,45,native-born,3.19
2066,46,all,2.03
2066,46,foreign-born,2.3
2066,46,native-born,1.99
2066,47,all,1.12
2066,47,foreign-born,1.27
2066,47,native-born,1.1
2066,48,all,0.57
2066,48,foreign-born,0.65
2066,48,native-born,0.56
2066,49,all,1.18
2066,49,foreign-born,1.33
2066,49,native-born,1.15
2067,14,all,0.22
2067,14,foreign-born,0.25
2067,14,native-born,0.21
2067,15,all,0.62
2067,15,foreign-born,0.7
2067,15,native-born,0.6
2067,16,all,1.78
2067,16,foreign-born,2.01
2067,16,native-born,1.74
2067,17,all,3.58
2067,17,foreign-born,4.05
2067,17,native-born,3.5
2067,18,all,7.04
2067,18,foreign-born,7.97
2067,18,native-born,6.89
2067,19,all,15.54
2067,19,foreign-born,17.57
2067,19,native-born,15.19
2067,20,all,24.58
2067,20,foreign-born,27.8
2067,20,native-born,24.03
2067,21,all,33.36
2067,21,foreign-born,37.73
2067,21,native-born,32.62
2067,22,all,37.96
2067,22,foreign-born,42.93
2067,22,native-born,37.11
2067,23,all,42.3
2067,23,foreign-born,47.83
2067,23,native-born,41.35
2067,24,all,49.36
2067,24,foreign-born,55.82
2067,24,native-born,48.26
2067,25,all,56.15
2067,25,foreign-born,63.49
2067,25,native-born,54.9
2067,26,all,62.88
2067,26,foreign-born,71.11
2067,26,native-born,61.48
2067,27,all,75.96
2067,27,foreign-born,85.9
2067,27,native-born,74.27
2067,28,all,90.24
2067,28,foreign-born,102.05
2067,28,native-born,88.23
2067,29,all,107.24
2067,29,foreign-born,121.28
2067,29,native-born,104.85
2067,30,all,113.82
2067,30,foreign-born,128.71
2067,30,native-born,111.29
2067,31,all,116.28
2067,31,foreign-born,131.49
2067,31,native-born,113.69
2067,32,all,111.99
2067,32,foreign-born,126.64
2067,32,native-born,109.49
2067,33,all,104.78
2067,33,foreign-born,118.49
2067,33,native-born,102.45
2067,34,all,98.8
2067,34,foreign-born,111.73
2067,34,native-born,96.6
2067,35,all,90.65
2067,35,foreign-born,102.51
2067,35,native-born,88.63
2067,36,all,79.93
2067,36,foreign-born,90.39
2067,36,native-born,78.15
2067,37,all,64.86
2067,37,foreign-born,73.34
2067,37,native-born,63.41
2067,38,all,51.68
2067,38,foreign-born,58.44
2067,38,native-born,50.53
2067,39,all,40.28
2067,39,foreign-born,45.55
2067,39,native-born,39.38
2067,40,all,30.8
2067,40,foreign-born,34.83
2067,40,native-born,30.11
2067,41,all,21.89
2067,41,foreign-born,24.76
2067,41,native-born,21.4
2067,42,all,14.46
2067,42,foreign-born,16.35
2067,42,native-born,14.14
2067,43,all,8.91
2067,43,foreign-born,10.07
2067,43,native-born,8.71
2067,44,all,5.41
2067,44,foreign-born,6.12
2067,44,native-born,5.29
2067,45,all,3.26
2067,45,foreign-born,3.69
2067,45,native-born,3.19
2067,46,all,2.04
2067,46,foreign-born,2.3
2067,46,native-born,1.99
2067,47,all,1.12
2067,47,foreign-born,1.27
2067,47,native-born,1.1
2067,48,all,0.57
2067,48,foreign-born,0.65
2067,48,native-born,0.56
2067,49,all,1.18
2067,49,foreign-born,1.33
2067,49,native-born,1.15
2068,14,all,0.22
2068,14,foreign-born,0.25
2068,14,native-born,0.21
2068,15,all,0.62
2068,15,foreign-born,0.7
2068,15,native-born,0.6
2068,16,all,1.78
2068,16,foreign-born,2.01
2068,16,native-born,1.74
2068,17,all,3.58
2068,17,foreign-born,4.05
2068,17,native-born,3.5
2068,18,all,7.05
2068,18,foreign-born,7.97
2068,18,native-born,6.89
2068,19,all,15.54
2068,19,foreign-born,17.57
2068,19,native-born,15.19
2068,20,all,24.58
2068,20,foreign-born,27.8
2068,20,native-born,24.03
2068,21,all,33.36
2068,21,foreign-born,37.73
2068,21,native-born,32.62
2068,22,all,37.96
2068,22,foreign-born,42.93
2068,22,native-born,37.11
2068,23,all,42.3
2068,23,foreign-born,47.83
2068,23,native-born,41.35
2068,24,all,49.36
2068,24,foreign-born,55.82
2068,24,native-born,48.26
2068,25,all,56.15
2068,25,foreign-born,63.49
2068,25,native-born,54.9
2068,26,all,62.89
2068,26,foreign-born,71.11
2068,26,native-born,61.48
2068,27,all,75.97
2068,27,foreign-born,85.9
2068,27,native-born,74.27
2068,28,all,90.25
2068,28,foreign-born,102.05
2068,28,native-born,88.23
2068,29,all,107.25
2068,29,foreign-born,121.28
2068,29,native-born,104.85
2068,30,all,113.83
2068,30,foreign-born,128.71
2068,30,native-born,111.29
2068,31,all,116.29
2068,31,foreign-born,131.49
2068,31,native-born,113.69
2068,32,all,112.0
2068,32,foreign-born,126.64
2068,32,native-born,109.49
2068,33,all,104.79
2068,33,foreign-born,118.49
2068,33,native-born,102.45
2068,34,all,98.81
2068,34,foreign-born,111.73
2068,34,native-born,96.6
2068,35,all,90.65
2068,35,foreign-born,102.51
2068,35,native-born,88.63
2068,36,all,79.94
2068,36,foreign-born,90.39
2068,36,native-born,78.15
2068,37,all,64.86
2068,37,foreign-born,73.34
2068,37,native-born,63.41
2068,38,all,51.69
2068,38,foreign-born,58.44
2068,38,native-born,50.53
2068,39,all,40.29
2068,39,foreign-born,45.55
2068,39,native-born,39.38
2068,40,all,30.8
2068,40,foreign-born,34.83
2068,40,native-born,30.11
2068,41,all,21.89
2068,41,foreign-born,24.76
2068,41,native-born,21.4
2068,42,all,14.46
2068,42,foreign-born,16.35
2068,42,native-born,14.14
2068,43,all,8.91
2068,43,foreign-born,10.07
2068,43,native-born,8.71
2068,44,all,5.41
2068,44,foreign-born,6.12
2068,44,native-born,5.29
2068,45,all,3.26
2068,45,foreign-born,3.69
2068,45,native-born,3.19
2068,46,all,2.04
2068,46,foreign-born,2.3
2068,46,native-born,1.99
2068,47,all,1.12
2068,47,foreign-born,1.27
2068,47,native-born,1.1
2068,48,all,0.57
2068,48,foreign-born,0.65
2068,48,native-born,0.56
2068,49,all,1.18
2068,49,foreign-born,1.33
2068,49,native-born,1.15
2069,14,all,0.22
2069,14,foreign-born,0.25
2069,14,native-born,0.21
2069,15,all,0.62
2069,15,foreign-born,0.7
2069,15,native-born,0.6
2069,16,all,1.78
2069,16,foreign-born,2.01
2069,16,native-born,1.74
2069,17,all,3.58
2069,17,foreign-born,4.05
2069,17,native-born,3.5
2069,18,all,7.05
2069,18,foreign-born,7.97
2069,18,native-born,6.89
2069,19,all,15.54
2069,19,foreign-born,17.57
2069,19,native-born,15.19
2069,20,all,24.59
2069,20,foreign-born,27.8
2069,20,native-born,24.03
2069,21,all,33.37
2069,21,foreign-born,37.73
2069,21,native-born,32.62
2069,22,all,37.97
2069,22,foreign-born,42.93
2069,22,native-born,37.11
2069,23,all,42.31
2069,23,foreign-born,47.83
2069,23,native-born,41.35
2069,24,all,49.37
2069,24,foreign-born,55.82
2069,24,native-born,48.26
2069,25,all,56.16
2069,25,foreign-born,63.49
2069,25,native-born,54.9
2069,26,all,62.89
2069,26,foreign-born,71.11
2069,26,native-born,61.48
2069,27,all,75.97
2069,27,foreign-born,85.9
2069,27,native-born,74.27
2069,28,all,90.26
2069,28,foreign-born,102.05
2069,28,native-born,88.23
2069,29,all,107.26
2069,29,foreign-born,121.28
2069,29,native-born,104.85
2069,30,all,113.84
2069,30,foreign-born,128.71
2069,30,native-born,111.29
2069,31,all,116.3
2069,31,foreign-born,131.49
2069,31,native-born,113.69
2069,32,all,112.01
2069,32,foreign-born,126.64
2069,32,native-born,109.49
2069,33,all,104.8
2069,33,foreign-born,118.49
2069,33,native-born,102.45
2069,34,all,98.82
2069,34,foreign-born,111.73
2069,34,native-born,96.6
2069,35,all,90.66
2069,35,foreign-born,102.51
2069,35,native-born,88.63
2069,36,all,79.94
2069,36,foreign-born,90.39
2069,36,native-born,78.15
2069,37,all,64.87
2069,37,foreign-born,73.34
2069,37,native-born,63.41
2069,38,all,51.69
2069,38,foreign-born,58.44
2069,38,native-born,50.53
2069,39,all,40.29
2069,39,foreign-born,45.55
2069,39,native-born,39.38
2069,40,all,30.8
2069,40,foreign-born,34.83
2069,40,native-born,30.11
2069,41,all,21.9
2069,41,foreign-born,24.76
2069,41,native-born,21.4
2069,42,all,14.46
2069,42,foreign-born,16.35
2069,42,native-born,14.14
2069,43,all,8.91
2069,43,foreign-born,10.07
2069,43,native-born,8.71
2069,44,all,5.41
2069,44,foreign-born,6.12
2069,44,native-born,5.29
2069,45,all,3.26
2069,45,foreign-born,3.69
2069,45,native-born,3.19
2069,46,all,2.04
2069,46,foreign-born,2.3
2069,46,native-born,1.99
2069,47,all,1.12
2069,47,foreign-born,1.27
2069,47,native-born,1.1
2069,48,all,0.57
2069,48,foreign-born,0.65
2069,48,native-born,0.56
2069,49,all,1.18
2069,49,foreign-born,1.33
2069,49,native-born,1.15
2070,14,all,0.22
2070,14,foreign-born,0.25
2070,14,native-born,0.21
2070,15,all,0.62
2070,15,foreign-born,0.7
2070,15,native-born,0.6
2070,16,all,1.78
2070,16,foreign-born,2.01
2070,16,native-born,1.74
2070,17,all,3.58
2070,17,foreign-born,4.05
2070,17,native-born,3.5
2070,18,all,7.05
2070,18,foreign-born,7.97
2070,18,native-born,6.89
2070,19,all,15.55
2070,19,foreign-born,17.57
2070,19,native-born,15.19
2070,20,all,24.59
2070,20,foreign-born,27.8
2070,20,native-born,24.03
2070,21,all,33.37
2070,21,foreign-born,37.73
2070,21,native-born,32.62
2070,22,all,37.97
2070,22,foreign-born,42.93
2070,22,native-born,37.11
2070,23,all,42.31
2070,23,foreign-born,47.83
2070,23,native-born,41.35
2070,24,all,49.37
2070,24,foreign-born,55.82
2070,24,native-born,48.26
2070,25,all,56.16
2070,25,foreign-born,63.49
2070,25,native-born,54.9
2070,26,all,62.9
2070,26,foreign-born,71.11
2070,26,native-born,61.48
2070,27,all,75.98
2070,27,foreign-born,85.9
2070,27,native-born,74.27
2070,28,all,90.27
2070,28,foreign-born,102.05
2070,28,native-born,88.23
2070,29,all,107.27
2070,29,foreign-born,121.28
2070,29,native-born,104.85
2070,30,all,113.85
2070,30,foreign-born,128.71
2070,30,native-born,111.29
2070,31,all,116.31
2070,31,foreign-born,131.49
2070,31,native-born,113.69
2070,32,all,112.02
2070,32,foreign-born,126.64
2070,32,native-born,109.49
2070,33,all,104.81
2070,33,foreign-born,118.49
2070,33,native-born,102.45
2070,34,all,98.83
2070,34,foreign-born,111.73
2070,34,native-born,96.6
2070,35,all,90.67
2070,35,foreign-born,102.51
2070,35,native-born,88.63
2070,36,all,79.95
2070,36,foreign-born,90.39
2070,36,native-born,78.15
2070,37,all,64.88
2070,37,foreign-born,73.34
2070,37,native-born,63.41
2070,38,all,51.7
2070,38,foreign-born,58.44
2070,38,native-born,50.53
2070,39,all,40.29
2070,39,foreign-born,45.55
2070,39,native-born,39.38
2070,40,all,30.81
2070,40,foreign-born,34.83
2070,40,native-born,30.11
2070,41,all,21.9
2070,41,foreign-born,24.76
2070,41,native-born,21.4
2070,42,all,14.46
2070,42,foreign-born,16.35
2070,42,native-born,14.14
2070,43,all,8.91
2070,43,foreign-born,10.07
2070,43,native-born,8.71
2070,44,all,5.41
2070,44,foreign-born,6.12
2070,44,native-born,5.29
2070,45,all,3.26
2070,45,foreign-born,3.69
2070,45,native-born,3.19
2070,46,all,2.04
2070,46,foreign-born,2.3
2070,46,native-born,1.99
2070,47,all,1.12
2070,47,foreign-born,1.27
2070,47,native-born,1.1
2070,48,all,0.57
2070,48,foreign-born,0.65
2070,48,native-born,0.56
2070,49,all,1.18
2070,49,foreign-born,1.33
2070,49,native-born,1.15
2071,14,all,0.22
2071,14,foreign-born,0.25
2071,14,native-born,0.21
2071,15,all,0.62
2071,15,foreign-born,0.7
2071,15,native-born,0.6
2071,16,all,1.78
2071,16,foreign-born,2.01
2071,16,native-born,1.74
2071,17,all,3.58
2071,17,foreign-born,4.05
2071,17,native-born,3.5
2071,18,all,7.05
2071,18,foreign-born,7.97
2071,18,native-born,6.89
2071,19,all,15.55
2071,19,foreign-born,17.57
2071,19,native-born,15.19
2071,20,all,24.59
2071,20,foreign-born,27.8
2071,20,native-born,24.03
2071,21,all,33.37
2071,21,foreign-born,37.73
2071,21,native-born,32.62
2071,22,all,37.97
2071,22,foreign-born,42.93
2071,22,native-born,37.11
2071,23,all,42.31
2071,23,foreign-born,47.83
2071,23,native-born,41.35
2071,24,all,49.38
2071,24,foreign-born,55.82
2071,24,native-born,48.26
2071,25,all,56.17
2071,25,foreign-born,63.49
2071,25,native-born,54.9
2071,26,all,62.9
2071,26,foreign-born,71.11
2071,26,native-born,61.48
2071,27,all,75.99
2071,27,foreign-born,85.9
2071,27,native-born,74.27
2071,28,all,90.28
2071,28,foreign-born,102.05
2071,28,native-born,88.23
2071,29,all,107.28
2071,29,foreign-born,121.28
2071,29,native-born,104.85
2071,30,all,113.87
2071,30,foreign-born,128.71
2071,30,native-born,111.29
2071,31,all,116.32
2071,31,foreign-born,131.49
2071,31,native-born,113.69
2071,32,all,112.03
2071,32,foreign-born,126.64
2071,32,native-born,109.49
2071,33,all,104.82
2071,33,foreign-born,118.49
2071,33,native-born,102.45
2071,34,all,98.84
2071,34,foreign-born,111.73
2071,34,native-born,96.6
2071,35,all,90.68
2071,35,foreign-born,102.51
2071,35,native-born,88.63
2071,36,all,79.96
2071,36,foreign-born,90.39
2071,36,native-born,78.15
2071,37,all,64.88
2071,37,foreign-born,73.34
2071,37,native-born,63.41
2071,38,all,51.7
2071,38,foreign-born,58.44
2071,38,native-born,50.53
2071,39,all,40.3
2071,39,foreign-born,45.55
2071,39,native-born,39.38
2071,40,all,30.81
2071,40,foreign-born,34.83
2071,40,native-born,30.11
2071,41,all,21.9
2071,41,foreign-born,24.76
2071,41,native-born,21.4
2071,42,all,14.46
2071,42,foreign-born,16.35
2071,42,native-born,14.14
2071,43,all,8.91
2071,43,foreign-born,10.07
2071,43,native-born,8.71
2071,44,all,5.41
2071,44,foreign-born,6.12
2071,44,native-born,5.29
